combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | low_other_pressure,33,8,24.24,3300,7520,4220,227.88,940.0,3.91,69.96,1787.33,157.92,20.33,-847.33,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | low_other_pressure,45,21,46.67,4500,9420,4920,209.33,448.57,10.08,74.47,738.96,134.86,36.59,-290.39,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | some_other_pressure,90,11,12.22,9000,18140,9140,201.56,1649.09,3.91,69.96,1787.33,131.6,8.31,-138.24,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,>0.06-0.04-0.06 | low_other_pressure,40,7,17.5,4000,7730,3730,193.25,1104.29,3.91,69.96,1787.33,123.29,13.59,-683.04,probability_plus_price
1-6,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 0,81,6,7.41,8100,15190,7090,187.53,2531.67,3.91,69.96,1787.33,117.57,3.5,744.34,price_distortion
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | some_other_pressure,42,12,28.57,4200,7380,3180,175.71,615.0,10.08,74.47,738.96,101.24,18.49,-123.96,probability_plus_price
1-4,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | target_faster_0.03_0.06,100,14,14.0,10000,16350,6350,163.5,1167.86,10.08,74.47,738.96,89.03,3.92,428.9,price_distortion
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.05_0.10 | target_faster_0.03_0.06,181,15,8.29,18100,29460,11360,162.76,1964.0,3.91,69.96,1787.33,92.8,4.38,176.67,price_distortion
1-5,lane1_target_group_pair x other_a_count_bucket,B-B | 4,43,2,4.65,4300,6960,2660,161.86,3480.0,6.57,78.41,1193.16,83.45,-1.92,2286.84,price_distortion
1-6,lane1_target_class_pair,B2-A1,60,8,13.33,6000,8970,2970,149.5,1121.25,3.91,69.96,1787.33,79.54,9.42,-666.08,probability_plus_price
1-6,lane1_target_exhibition_st_rank_pair,3-1,358,28,7.82,35800,52330,16530,146.17,1868.93,3.91,69.96,1787.33,76.21,3.91,81.6,price_distortion
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,358,28,7.82,35800,52330,16530,146.17,1868.93,3.91,69.96,1787.33,76.21,3.91,81.6,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,82,15,18.29,8200,11940,3740,145.61,796.0,6.57,78.41,1193.16,67.2,11.72,-397.16,probability_plus_price
