combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 0,61,7,11.48,6100,15610,9510,255.9,2230.0,4.06,71.41,1760.27,184.49,7.42,469.73,price_distortion
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,lane1_faster_0.10+ | target_faster_0.03_0.06,192,10,5.21,19200,44400,25200,231.25,4440.0,4.06,71.41,1760.27,159.84,1.15,2679.73,price_distortion
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | low_other_pressure,32,13,40.62,3200,7350,4150,229.69,565.38,10.33,75.47,730.61,154.22,30.29,-165.23,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,58,8,13.79,5800,12730,6930,219.48,1591.25,4.06,71.41,1760.27,148.07,9.73,-169.02,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | low_other_pressure,31,7,22.58,3100,6480,3380,209.03,925.71,4.06,71.41,1760.27,137.62,18.52,-834.56,probability_plus_price
1-6,lane1_target_exhibition_st_rank_pair,2-1,306,37,12.09,30600,60350,29750,197.22,1631.08,4.06,71.41,1760.27,125.81,8.03,-129.19,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,306,37,12.09,30600,60350,29750,197.22,1631.08,4.06,71.41,1760.27,125.81,8.03,-129.19,probability_plus_price
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.05_0.10 | target_faster_0.03_0.06,147,12,8.16,14700,28740,14040,195.51,2395.0,4.06,71.41,1760.27,124.1,4.1,634.73,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | low_other_pressure,34,9,26.47,3400,6620,3220,194.71,735.56,4.06,71.41,1760.27,123.3,22.41,-1024.71,probability_plus_price
1-5,lane1_target_class_pair,B2-A2,88,6,6.82,8800,16940,8140,192.5,2823.33,6.72,77.68,1155.81,114.82,0.1,1667.52,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,1-2,328,44,13.41,32800,60910,28110,185.7,1384.32,4.06,71.41,1760.27,114.29,9.35,-375.95,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,328,44,13.41,32800,60910,28110,185.7,1384.32,4.06,71.41,1760.27,114.29,9.35,-375.95,probability_plus_price
1-6,grade_group,SG,72,4,5.56,7200,12320,5120,171.11,3080.0,4.06,71.41,1760.27,99.7,1.5,1319.73,price_distortion
1-5,lane1_target_group_pair x target_outer_pressure_bucket,A-B | low_other_pressure,51,16,31.37,5100,8540,3440,167.45,533.75,6.72,77.68,1155.81,89.77,24.65,-622.06,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,93,15,16.13,9300,15300,6000,164.52,1020.0,6.72,77.68,1155.81,86.84,9.41,-135.81,probability_plus_price
1-6,lane1_target_national_rank_pair x target_outer_pressure_bucket,3-1 | low_other_pressure,152,29,19.08,15200,24180,8980,159.08,833.79,4.06,71.41,1760.27,87.67,15.02,-926.48,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | high_other_pressure,376,19,5.05,37600,59640,22040,158.62,3138.95,4.06,71.41,1760.27,87.21,0.99,1378.68,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | high_other_pressure,134,14,10.45,13400,21210,7810,158.28,1515.0,6.72,77.68,1155.81,80.6,3.73,359.19,price_distortion
1-6,lane1_target_group_pair x other_a_count_bucket,B-A | 4,34,3,8.82,3400,5320,1920,156.47,1773.33,4.06,71.41,1760.27,85.06,4.76,13.06,mixed_edge
1-6,lane1_target_group_pair x target_outer_pressure_bucket,B-B | some_other_pressure,140,12,8.57,14000,21890,7890,156.36,1824.17,4.06,71.41,1760.27,84.95,4.51,63.9,mixed_edge
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-<=0.03 | low_other_pressure,39,6,15.38,3900,5910,2010,151.54,985.0,4.06,71.41,1760.27,80.13,11.32,-775.27,probability_plus_price
1-5,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | lane1_faster_0.03_0.06,91,13,14.29,9100,13730,4630,150.88,1056.15,6.72,77.68,1155.81,73.2,7.57,-99.66,probability_plus_price
1-5,lane1_target_exhibition_st_rank_pair,3-1,320,41,12.81,32000,47050,15050,147.03,1147.56,6.72,77.68,1155.81,69.35,6.09,-8.25,probability_plus_price
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,320,41,12.81,32000,47050,15050,147.03,1147.56,6.72,77.68,1155.81,69.35,6.09,-8.25,probability_plus_price
1-6,lane1_target_start_gap_pair,0.04-0.06-best,500,33,6.6,50000,73270,23270,146.54,2220.3,4.06,71.41,1760.27,75.13,2.54,460.03,price_distortion
1-6,target_lane x lane1_target_start_gap_pair,6 | 0.04-0.06-best,500,33,6.6,50000,73270,23270,146.54,2220.3,4.06,71.41,1760.27,75.13,2.54,460.03,price_distortion
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,0.04-0.06 | best,500,33,6.6,50000,73270,23270,146.54,2220.3,4.06,71.41,1760.27,75.13,2.54,460.03,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,3-1,262,20,7.63,26200,38370,12170,146.45,1918.5,4.06,71.41,1760.27,75.04,3.57,158.23,price_distortion
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,262,20,7.63,26200,38370,12170,146.45,1918.5,4.06,71.41,1760.27,75.04,3.57,158.23,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | some_other_pressure,75,8,10.67,7500,10820,3320,144.27,1352.5,4.06,71.41,1760.27,72.86,6.61,-407.77,probability_plus_price
1-5,lane1_target_start_gap_pair,best-best,168,18,10.71,16800,24120,7320,143.57,1340.0,6.72,77.68,1155.81,65.89,3.99,184.19,price_distortion
1-5,target_lane x lane1_target_start_gap_pair,5 | best-best,168,18,10.71,16800,24120,7320,143.57,1340.0,6.72,77.68,1155.81,65.89,3.99,184.19,price_distortion
1-5,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | best,168,18,10.71,16800,24120,7320,143.57,1340.0,6.72,77.68,1155.81,65.89,3.99,184.19,price_distortion
1-5,lane1_target_group_pair x other_a_count_bucket,B-A | 3,214,18,8.41,21400,30480,9080,142.43,1693.33,6.72,77.68,1155.81,64.75,1.69,537.52,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | low_other_pressure,59,16,27.12,5900,8250,2350,139.83,515.62,6.72,77.68,1155.81,62.15,20.4,-640.19,probability_plus_price
1-5,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 1,480,55,11.46,48000,67030,19030,139.65,1218.73,6.72,77.68,1155.81,61.97,4.74,62.92,mixed_edge
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,490,56,11.43,49000,68350,19350,139.49,1220.54,6.72,77.68,1155.81,61.81,4.71,64.73,mixed_edge
1-5,lane1_target_exhibition_st_rank_pair,1-2,444,63,14.19,44400,61540,17140,138.6,976.83,6.72,77.68,1155.81,60.92,7.47,-178.98,probability_plus_price
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,444,63,14.19,44400,61540,17140,138.6,976.83,6.72,77.68,1155.81,60.92,7.47,-178.98,probability_plus_price
1-5,lane1_target_start_gap_pair,<=0.03-best,627,75,11.96,62700,85760,23060,136.78,1143.47,6.72,77.68,1155.81,59.1,5.24,-12.34,probability_plus_price
1-5,target_lane x lane1_target_start_gap_pair,5 | <=0.03-best,627,75,11.96,62700,85760,23060,136.78,1143.47,6.72,77.68,1155.81,59.1,5.24,-12.34,probability_plus_price
1-5,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,627,75,11.96,62700,85760,23060,136.78,1143.47,6.72,77.68,1155.81,59.1,5.24,-12.34,probability_plus_price
1-6,lane1_target_national_rank_pair x target_outer_pressure_bucket,4+-1 | some_other_pressure,220,18,8.18,22000,30020,8020,136.45,1667.78,4.06,71.41,1760.27,65.04,4.12,-92.49,mixed_edge
