combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,64,10,15.62,6400,17440,11040,272.5,1744.0,3.84,68.07,1771.89,204.43,11.78,-27.89,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | low_other_pressure,34,9,26.47,3400,8100,4700,238.24,900.0,3.84,68.07,1771.89,170.17,22.63,-871.89,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | low_other_pressure,33,14,42.42,3300,7390,4090,223.94,527.86,10.12,74.92,740.24,149.02,32.3,-212.38,probability_plus_price
1-6,target_exhibition_rank_bucket x other_exhibition_faster_than_target_count_bucket,4+ | 0,54,2,3.7,5400,11880,6480,220.0,5940.0,3.84,68.07,1771.89,151.93,-0.14,4168.11,price_distortion
1-5,lane1_target_class_pair,B2-A2,82,6,7.32,8200,16940,8740,206.59,2823.33,6.59,79.52,1205.92,127.07,0.73,1617.41,price_distortion
1-6,lane1_target_group_pair x target_outer_pressure_bucket,A-B | low_other_pressure,45,8,17.78,4500,9230,4730,205.11,1153.75,3.84,68.07,1771.89,137.04,13.94,-618.14,probability_plus_price
1-6,lane1_target_exhibition_st_rank_pair,1-2,350,44,12.57,35000,69400,34400,198.29,1577.27,3.84,68.07,1771.89,130.22,8.73,-194.62,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,350,44,12.57,35000,69400,34400,198.29,1577.27,3.84,68.07,1771.89,130.22,8.73,-194.62,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-<=0.03 | low_other_pressure,45,9,20.0,4500,8710,4210,193.56,967.78,3.84,68.07,1771.89,125.49,16.16,-804.11,probability_plus_price
1-6,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 0,65,7,10.77,6500,12070,5570,185.69,1724.29,3.84,68.07,1771.89,117.62,6.93,-47.6,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-0.04-0.06 | some_other_pressure,67,10,14.93,6700,12380,5680,184.78,1238.0,3.84,68.07,1771.89,116.71,11.09,-533.89,probability_plus_price
1-6,lane1_target_group_pair x other_a_count_bucket,B-A | 4,37,3,8.11,3700,6600,2900,178.38,2200.0,3.84,68.07,1771.89,110.31,4.27,428.11,price_distortion
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.05_0.10 | lane1_faster_0.03_0.06,228,17,7.46,22800,37760,14960,165.61,2221.18,3.84,68.07,1771.89,97.54,3.62,449.29,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,117,20,17.09,11700,18550,6850,158.55,927.5,6.59,79.52,1205.92,79.03,10.5,-278.42,probability_plus_price
