combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-4,lane1_target_group_pair x other_a_count_bucket,B-B | 4,54,7,12.96,5400,19320,13920,357.78,2760.0,9.96,75.18,754.87,282.6,3.0,2005.13,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | high_other_pressure,440,28,6.36,44000,87210,43210,198.2,3114.64,3.79,66.27,1749.17,131.93,2.57,1365.47,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,3-1,293,21,7.17,29300,56970,27670,194.44,2712.86,3.79,66.27,1749.17,128.17,3.38,963.69,price_distortion
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,293,21,7.17,29300,56970,27670,194.44,2712.86,3.79,66.27,1749.17,128.17,3.38,963.69,price_distortion
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | lane1_faster_0.03_0.06,83,6,7.23,8300,15530,7230,187.11,2588.33,3.79,66.27,1749.17,120.84,3.44,839.16,price_distortion
1-6,lane1_target_start_gap_pair,0.04-0.06-best,583,51,8.75,58300,108130,49830,185.47,2120.2,3.79,66.27,1749.17,119.2,4.96,371.03,price_distortion
1-6,target_lane x lane1_target_start_gap_pair,6 | 0.04-0.06-best,583,51,8.75,58300,108130,49830,185.47,2120.2,3.79,66.27,1749.17,119.2,4.96,371.03,price_distortion
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,0.04-0.06 | best,583,51,8.75,58300,108130,49830,185.47,2120.2,3.79,66.27,1749.17,119.2,4.96,371.03,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,>0.06-0.04-0.06 | some_other_pressure,99,12,12.12,9900,17740,7840,179.19,1478.33,6.35,75.71,1193.23,103.48,5.77,285.1,price_distortion
1-5,lane1_target_exhibition_st_rank_pair,2-1,350,47,13.43,35000,60540,25540,172.97,1288.09,6.35,75.71,1193.23,97.26,7.08,94.86,price_distortion
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,350,47,13.43,35000,60540,25540,172.97,1288.09,6.35,75.71,1193.23,97.26,7.08,94.86,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | low_other_pressure,61,12,19.67,6100,10520,4420,172.46,876.67,3.79,66.27,1749.17,106.19,15.88,-872.5,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-0.04-0.06 | low_other_pressure,30,9,30.0,3000,4900,1900,163.33,544.44,9.96,75.18,754.87,88.15,20.04,-210.43,probability_plus_price
1-4,lane1_target_class_pair,B2-A1,38,2,5.26,3800,6090,2290,160.26,3045.0,9.96,75.18,754.87,85.08,-4.7,2290.13,price_distortion
1-3,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | lane1_faster_0.06+,108,25,23.15,10800,16950,6150,156.94,678.0,15.62,80.37,514.64,76.57,7.53,163.36,price_distortion
1-5,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | lane1_faster_0.03_0.06,91,5,5.49,9100,14150,5050,155.49,2830.0,6.35,75.71,1193.23,79.78,-0.86,1636.77,price_distortion
1-5,lane1_target_group_pair x other_a_count_bucket,B-A | 3,197,11,5.58,19700,29580,9880,150.15,2689.09,6.35,75.71,1193.23,74.44,-0.77,1495.86,price_distortion
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.05_0.10 | lane1_faster_0.03_0.06,228,15,6.58,22800,34150,11350,149.78,2276.67,3.79,66.27,1749.17,83.51,2.79,527.5,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,1-2,374,40,10.7,37400,55780,18380,149.14,1394.5,3.79,66.27,1749.17,82.87,6.91,-354.67,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,374,40,10.7,37400,55780,18380,149.14,1394.5,3.79,66.27,1749.17,82.87,6.91,-354.67,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | high_other_pressure,163,19,11.66,16300,24290,7990,149.02,1278.42,6.35,75.71,1193.23,73.31,5.31,85.19,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | some_other_pressure,113,25,22.12,11300,16650,5350,147.35,666.0,6.35,75.71,1193.23,71.64,15.77,-527.23,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | low_other_pressure,41,10,24.39,4100,6040,1940,147.32,604.0,6.35,75.71,1193.23,71.61,18.04,-589.23,probability_plus_price
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,3 | 0,265,66,24.91,26500,38070,11570,143.66,576.82,15.62,80.37,514.64,63.29,9.29,62.18,probability_plus_price
1-5,lane1_target_group_pair x target_outer_pressure_bucket,B-B | low_other_pressure,43,7,16.28,4300,6160,1860,143.26,880.0,6.35,75.71,1193.23,67.55,9.93,-313.23,probability_plus_price
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | high_other_pressure,949,224,23.6,94900,134570,39670,141.8,600.76,15.62,80.37,514.64,61.43,7.98,86.12,price_distortion
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | some_other_pressure,71,29,40.85,7100,10060,2960,141.69,346.9,17.46,78.9,451.98,62.79,23.39,-105.08,probability_plus_price
1-5,lane1_target_start_gap_pair,best-best,195,24,12.31,19500,27520,8020,141.13,1146.67,6.35,75.71,1193.23,65.42,5.96,-46.56,probability_plus_price
1-5,target_lane x lane1_target_start_gap_pair,5 | best-best,195,24,12.31,19500,27520,8020,141.13,1146.67,6.35,75.71,1193.23,65.42,5.96,-46.56,probability_plus_price
1-5,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | best,195,24,12.31,19500,27520,8020,141.13,1146.67,6.35,75.71,1193.23,65.42,5.96,-46.56,probability_plus_price
1-5,lane1_target_group_pair x other_a_count_bucket,A-B | 4,153,11,7.19,15300,21560,6260,140.92,1960.0,6.35,75.71,1193.23,65.21,0.84,766.77,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | high_other_pressure,114,8,7.02,11400,16010,4610,140.44,2001.25,3.79,66.27,1749.17,74.17,3.23,252.08,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | low_other_pressure,33,4,12.12,3300,4630,1330,140.3,1157.5,3.79,66.27,1749.17,74.03,8.33,-591.67,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | low_other_pressure,48,11,22.92,4800,6700,1900,139.58,609.09,6.35,75.71,1193.23,63.87,16.57,-584.14,probability_plus_price
1-4,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,lane1_faster_0.10+ | near_equal,513,69,13.45,51300,70220,18920,136.88,1017.68,9.96,75.18,754.87,61.7,3.49,262.81,price_distortion
1-5,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,lane1_faster_0.10+ | near_equal,562,51,9.07,56200,76920,20720,136.87,1508.24,6.35,75.71,1193.23,61.16,2.72,315.01,price_distortion
1-3,lane1_target_exhibition_st_rank_pair,1-3,1408,339,24.08,140800,191680,50880,136.14,565.43,15.62,80.37,514.64,55.77,8.46,50.79,probability_plus_price
1-3,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 3,1408,339,24.08,140800,191680,50880,136.14,565.43,15.62,80.37,514.64,55.77,8.46,50.79,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-<=0.03 | some_other_pressure,94,18,19.15,9400,12750,3350,135.64,708.33,6.35,75.71,1193.23,59.93,12.8,-484.9,probability_plus_price
1-6,lane1_target_exhibition_st_rank_pair,2-1,343,32,9.33,34300,46460,12160,135.45,1451.88,3.79,66.27,1749.17,69.18,5.54,-297.29,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,343,32,9.33,34300,46460,12160,135.45,1451.88,3.79,66.27,1749.17,69.18,5.54,-297.29,probability_plus_price
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | low_other_pressure,75,33,44.0,7500,10120,2620,134.93,306.67,15.62,80.37,514.64,54.56,28.38,-207.97,probability_plus_price
1-5,lane1_target_exhibition_st_rank_pair,1-2,474,67,14.14,47400,63650,16250,134.28,950.0,6.35,75.71,1193.23,58.57,7.79,-243.23,probability_plus_price
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,474,67,14.14,47400,63650,16250,134.28,950.0,6.35,75.71,1193.23,58.57,7.79,-243.23,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,87,9,10.34,8700,11660,2960,134.02,1295.56,3.79,66.27,1749.17,67.75,6.55,-453.61,probability_plus_price
1-6,lane1_target_group_pair x target_outer_pressure_bucket,B-B | low_other_pressure,33,3,9.09,3300,4400,1100,133.33,1466.67,3.79,66.27,1749.17,67.06,5.3,-282.5,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | low_other_pressure,65,22,33.85,6500,8630,2130,132.77,392.27,9.96,75.18,754.87,57.59,23.89,-362.6,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | high_other_pressure,498,47,9.44,49800,65880,16080,132.29,1401.7,6.35,75.71,1193.23,56.58,3.09,208.47,price_distortion
1-5,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 0,49,3,6.12,4900,6480,1580,132.24,2160.0,6.35,75.71,1193.23,56.53,-0.23,966.77,price_distortion
1-4,lane1_target_exhibition_st_rank_pair,1-2,638,123,19.28,63800,83700,19900,131.19,680.49,9.96,75.18,754.87,56.01,9.32,-74.38,probability_plus_price
1-4,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,638,123,19.28,63800,83700,19900,131.19,680.49,9.96,75.18,754.87,56.01,9.32,-74.38,probability_plus_price
1-3,lane1_target_exhibition_st_rank_pair,1-2,1049,291,27.74,104900,136100,31200,129.74,467.7,15.62,80.37,514.64,49.37,12.12,-46.94,probability_plus_price
1-3,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,1049,291,27.74,104900,136100,31200,129.74,467.7,15.62,80.37,514.64,49.37,12.12,-46.94,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,>0.06-<=0.03 | low_other_pressure,63,7,11.11,6300,8110,1810,128.73,1158.57,3.79,66.27,1749.17,62.46,7.32,-590.6,probability_plus_price
1-3,lane1_target_start_gap_pair,best-<=0.03,1257,312,24.82,125700,161710,36010,128.65,518.3,15.62,80.37,514.64,48.28,9.2,3.66,probability_plus_price
1-3,target_lane x lane1_target_start_gap_pair,3 | best-<=0.03,1257,312,24.82,125700,161710,36010,128.65,518.3,15.62,80.37,514.64,48.28,9.2,3.66,probability_plus_price
1-3,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | <=0.03,1257,312,24.82,125700,161710,36010,128.65,518.3,15.62,80.37,514.64,48.28,9.2,3.66,probability_plus_price
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,656,167,25.46,65600,84310,18710,128.52,504.85,17.46,78.9,451.98,49.62,8.0,52.87,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | some_other_pressure,97,12,12.37,9700,12370,2670,127.53,1030.83,3.79,66.27,1749.17,61.26,8.58,-718.34,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | high_other_pressure,568,34,5.99,56800,72410,15610,127.48,2129.71,3.79,66.27,1749.17,61.21,2.2,380.54,price_distortion
1-6,lane1_target_start_gap_pair,best-<=0.03,713,54,7.57,71300,90740,19440,127.27,1680.37,3.79,66.27,1749.17,61.0,3.78,-68.8,mixed_edge
1-6,target_lane x lane1_target_start_gap_pair,6 | best-<=0.03,713,54,7.57,71300,90740,19440,127.27,1680.37,3.79,66.27,1749.17,61.0,3.78,-68.8,mixed_edge
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | <=0.03,713,54,7.57,71300,90740,19440,127.27,1680.37,3.79,66.27,1749.17,61.0,3.78,-68.8,mixed_edge
1-2,lane1_target_group_pair x other_a_count_bucket,B-B | 3,549,50,9.11,54900,69650,14750,126.87,1393.0,17.46,78.9,451.98,47.97,-8.35,941.02,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | some_other_pressure,82,11,13.41,8200,10400,2200,126.83,945.45,3.79,66.27,1749.17,60.56,9.62,-803.72,probability_plus_price
1-6,lane1_target_start_gap_pair,best-best,150,11,7.33,15000,18920,3920,126.13,1720.0,3.79,66.27,1749.17,59.86,3.54,-29.17,mixed_edge
1-6,target_lane x lane1_target_start_gap_pair,6 | best-best,150,11,7.33,15000,18920,3920,126.13,1720.0,3.79,66.27,1749.17,59.86,3.54,-29.17,mixed_edge
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | best,150,11,7.33,15000,18920,3920,126.13,1720.0,3.79,66.27,1749.17,59.86,3.54,-29.17,mixed_edge
1-2,lane1_target_exhibition_st_rank_pair,1-2,1819,528,29.03,181900,226540,44640,124.54,429.05,17.46,78.9,451.98,45.64,11.57,-22.93,probability_plus_price
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,1819,528,29.03,181900,226540,44640,124.54,429.05,17.46,78.9,451.98,45.64,11.57,-22.93,probability_plus_price
1-2,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,2 | 0,1819,528,29.03,181900,226540,44640,124.54,429.05,17.46,78.9,451.98,45.64,11.57,-22.93,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | low_other_pressure,48,8,16.67,4800,5960,1160,124.17,745.0,3.79,66.27,1749.17,57.9,12.88,-1004.17,probability_plus_price
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | low_other_pressure,92,33,35.87,9200,11360,2160,123.48,344.24,17.46,78.9,451.98,44.58,18.41,-107.74,probability_plus_price
1-6,other_group_pattern,B-B-A-A,581,19,3.27,58100,70940,12840,122.1,3733.68,3.79,66.27,1749.17,55.83,-0.52,1984.51,price_distortion
1-2,lane1_target_exhibition_st_rank_pair,2-1,678,182,26.84,67800,82610,14810,121.84,453.9,17.46,78.9,451.98,42.94,9.38,1.92,probability_plus_price
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,678,182,26.84,67800,82610,14810,121.84,453.9,17.46,78.9,451.98,42.94,9.38,1.92,probability_plus_price
1-3,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | near_equal,178,32,17.98,17800,21600,3800,121.35,675.0,15.62,80.37,514.64,40.98,2.36,160.36,price_distortion
1-5,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,lane1_faster_0.10+ | target_faster_0.03_0.06,228,21,9.21,22800,27630,4830,121.18,1315.71,6.35,75.71,1193.23,45.47,2.86,122.48,price_distortion
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | low_other_pressure,133,54,40.6,13300,16080,2780,120.9,297.78,17.46,78.9,451.98,42.0,23.14,-154.2,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | some_other_pressure,156,32,20.51,15600,18780,3180,120.38,586.88,9.96,75.18,754.87,45.2,10.55,-167.99,probability_plus_price
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | some_other_pressure,297,100,33.67,29700,35670,5970,120.1,356.7,17.46,78.9,451.98,41.2,16.21,-95.28,probability_plus_price
1-5,lane1_target_exhibition_st_rank_pair,2-3,384,36,9.38,38400,45830,7430,119.35,1273.06,6.35,75.71,1193.23,43.64,3.03,79.83,mixed_edge
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 3,384,36,9.38,38400,45830,7430,119.35,1273.06,6.35,75.71,1193.23,43.64,3.03,79.83,mixed_edge
1-2,lane1_target_start_gap_pair,<=0.03-best,957,256,26.75,95700,114200,18500,119.33,446.09,17.46,78.9,451.98,40.43,9.29,-5.89,probability_plus_price
1-2,target_lane x lane1_target_start_gap_pair,2 | <=0.03-best,957,256,26.75,95700,114200,18500,119.33,446.09,17.46,78.9,451.98,40.43,9.29,-5.89,probability_plus_price
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,957,256,26.75,95700,114200,18500,119.33,446.09,17.46,78.9,451.98,40.43,9.29,-5.89,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-<=0.03 | low_other_pressure,48,8,16.67,4800,5710,910,118.96,713.75,6.35,75.71,1193.23,43.25,10.32,-479.48,probability_plus_price
