combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | low_other_pressure,52,11,21.15,5200,11240,6040,216.15,1021.82,3.97,71.01,1787.19,145.14,17.18,-765.37,probability_plus_price
1-5,lane1_target_exhibition_st_rank_pair,1-2,440,76,17.27,44000,91380,47380,207.68,1202.37,6.24,75.2,1204.95,132.48,11.03,-2.58,probability_plus_price
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,440,76,17.27,44000,91380,47380,207.68,1202.37,6.24,75.2,1204.95,132.48,11.03,-2.58,probability_plus_price
1-4,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 0,37,9,24.32,3700,7130,3430,192.7,792.22,10.41,72.84,699.99,119.86,13.91,92.23,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,78,13,16.67,7800,14370,6570,184.23,1105.38,3.97,71.01,1787.19,113.22,12.7,-681.81,probability_plus_price
1-6,lane1_target_class_pair,B2-A2,59,3,5.08,5900,10570,4670,179.15,3523.33,3.97,71.01,1787.19,108.14,1.11,1736.14,price_distortion
1-6,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 0,50,6,12.0,5000,8770,3770,175.4,1461.67,3.97,71.01,1787.19,104.39,8.03,-325.52,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | some_other_pressure,68,8,11.76,6800,11710,4910,172.21,1463.75,3.97,71.01,1787.19,101.2,7.79,-323.44,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-0.04-0.06 | low_other_pressure,33,11,33.33,3300,5630,2330,170.61,511.82,10.41,72.84,699.99,97.77,22.92,-188.17,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | low_other_pressure,57,10,17.54,5700,9720,4020,170.53,972.0,3.97,71.01,1787.19,99.52,13.57,-815.19,probability_plus_price
1-2,lane1_target_class_pair,B2-A1,43,7,16.28,4300,7150,2850,166.28,1021.43,19.07,83.03,435.36,83.25,-2.79,586.07,price_distortion
