combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | low_other_pressure,41,11,26.83,4100,9710,5610,236.83,882.73,3.87,68.38,1766.7,168.45,22.96,-883.97,probability_plus_price
1-6,lane1_target_exhibition_st_rank_pair,1-2,356,37,10.39,35600,73990,38390,207.84,1999.73,3.87,68.38,1766.7,139.46,6.52,233.03,price_distortion
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,356,37,10.39,35600,73990,38390,207.84,1999.73,3.87,68.38,1766.7,139.46,6.52,233.03,price_distortion
1-6,target_exhibition_rank_bucket x other_exhibition_faster_than_target_count_bucket,4+ | 0,44,3,6.82,4400,9140,4740,207.73,3046.67,3.87,68.38,1766.7,139.35,2.95,1279.97,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-<=0.03 | some_other_pressure,88,10,11.36,8800,16870,8070,191.7,1687.0,3.87,68.38,1766.7,123.32,7.49,-79.7,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03->0.06 | some_other_pressure,128,11,8.59,12800,24120,11320,188.44,2192.73,3.87,68.38,1766.7,120.06,4.72,426.03,price_distortion
1-6,lane1_target_group_pair x target_outer_pressure_bucket,B-B | some_other_pressure,124,6,4.84,12400,23040,10640,185.81,3840.0,3.87,68.38,1766.7,117.43,0.97,2073.3,price_distortion
1-6,target_class_group x target_outer_pressure_bucket,B | some_other_pressure,346,29,8.38,34600,62040,27440,179.31,2139.31,3.87,68.38,1766.7,110.93,4.51,372.61,price_distortion
1-6,lane1_target_group_pair x target_outer_pressure_bucket,A-B | some_other_pressure,222,23,10.36,22200,39000,16800,175.68,1695.65,3.87,68.38,1766.7,107.3,6.49,-71.05,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | low_other_pressure,39,11,28.21,3900,6830,2930,175.13,620.91,6.24,71.78,1149.96,103.35,21.97,-529.05,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | some_other_pressure,69,10,14.49,6900,10760,3860,155.94,1076.0,3.87,68.38,1766.7,87.56,10.62,-690.7,probability_plus_price
1-6,lane1_target_class_pair,B2-B1,132,5,3.79,13200,20530,7330,155.53,4106.0,3.87,68.38,1766.7,87.15,-0.08,2339.3,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,3-1,286,23,8.04,28600,43940,15340,153.64,1910.43,3.87,68.38,1766.7,85.26,4.17,143.73,price_distortion
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,286,23,8.04,28600,43940,15340,153.64,1910.43,3.87,68.38,1766.7,85.26,4.17,143.73,price_distortion
1-6,lane1_target_national_rank_pair x target_outer_pressure_bucket,3-2 | some_other_pressure,195,20,10.26,19500,29170,9670,149.59,1458.5,3.87,68.38,1766.7,81.21,6.39,-308.2,probability_plus_price
