combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type,positive_months,months_with_sample,bad_loss_months,worst_month_roi_pct,monthly_detail
1-2,target_lane x lane1_target_start_gap_pair,2 | best-0.04-0.06,1407,396,28.14,140700,166980,26280,118.68,421.67,19.48,83.11,426.57,35.57,8.66,-4.9,probability_plus_price,3,3,0,111.43,2025-01:495r/111.43%/+5660; 2025-02:436r/119.06%/+8310; 2025-03:476r/125.86%/+12310
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | 0.04-0.06,1407,396,28.14,140700,166980,26280,118.68,421.67,19.48,83.11,426.57,35.57,8.66,-4.9,probability_plus_price,3,3,0,111.43,2025-01:495r/111.43%/+5660; 2025-02:436r/119.06%/+8310; 2025-03:476r/125.86%/+12310
1-2,target_exhibition_st_rank_bucket,2,3126,811,25.94,312600,352170,39570,112.66,434.24,19.48,83.11,426.57,29.55,6.46,7.67,probability_plus_price,3,3,0,109.21,2025-01:1107r/109.21%/+10200; 2025-02:988r/110.89%/+10760; 2025-03:1031r/118.05%/+18610
1-2,target_lane x target_exhibition_st_rank_bucket,2 | 2,3126,811,25.94,312600,352170,39570,112.66,434.24,19.48,83.11,426.57,29.55,6.46,7.67,probability_plus_price,3,3,0,109.21,2025-01:1107r/109.21%/+10200; 2025-02:988r/110.89%/+10760; 2025-03:1031r/118.05%/+18610
1-2,lane1_exhibition_st_rank_bucket,1,4603,1255,27.26,460300,536970,76670,116.66,427.86,19.48,83.11,426.57,33.55,7.78,1.29,probability_plus_price,3,3,0,108.7,2025-01:1623r/111.03%/+17900; 2025-02:1441r/108.70%/+12530; 2025-03:1539r/130.05%/+46240
1-2,lane1_start_exhibition_gap_bucket,best,4603,1255,27.26,460300,536970,76670,116.66,427.86,19.48,83.11,426.57,33.55,7.78,1.29,probability_plus_price,3,3,0,108.7,2025-01:1623r/111.03%/+17900; 2025-02:1441r/108.70%/+12530; 2025-03:1539r/130.05%/+46240
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | high_other_pressure,1051,263,25.02,105100,119600,14500,113.8,454.75,19.48,83.11,426.57,30.69,5.54,28.18,probability_plus_price,3,3,0,106.39,2025-01:377r/106.42%/+2420; 2025-02:313r/106.39%/+2000; 2025-03:361r/127.92%/+10080
1-2,lane1_target_exhibition_st_rank_pair,1-3,1034,309,29.88,103400,131830,28430,127.5,426.63,19.48,83.11,426.57,44.39,10.4,0.06,probability_plus_price,3,3,0,105.58,2025-01:391r/105.58%/+2180; 2025-02:301r/133.12%/+9970; 2025-03:342r/147.60%/+16280
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 3,1034,309,29.88,103400,131830,28430,127.5,426.63,19.48,83.11,426.57,44.39,10.4,0.06,probability_plus_price,3,3,0,105.58,2025-01:391r/105.58%/+2180; 2025-02:301r/133.12%/+9970; 2025-03:342r/147.60%/+16280
1-2,lane1_target_start_gap_pair,<=0.03-best,983,277,28.18,98300,119620,21320,121.69,431.84,19.48,83.11,426.57,38.58,8.7,5.27,probability_plus_price,3,3,0,105.43,2025-01:349r/127.48%/+9590; 2025-02:335r/105.43%/+1820; 2025-03:299r/133.14%/+9910
1-2,target_lane x lane1_target_start_gap_pair,2 | <=0.03-best,983,277,28.18,98300,119620,21320,121.69,431.84,19.48,83.11,426.57,38.58,8.7,5.27,probability_plus_price,3,3,0,105.43,2025-01:349r/127.48%/+9590; 2025-02:335r/105.43%/+1820; 2025-03:299r/133.14%/+9910
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,983,277,28.18,98300,119620,21320,121.69,431.84,19.48,83.11,426.57,38.58,8.7,5.27,probability_plus_price,3,3,0,105.43,2025-01:349r/127.48%/+9590; 2025-02:335r/105.43%/+1820; 2025-03:299r/133.14%/+9910
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-<=0.03 | high_other_pressure,714,167,23.39,71400,77210,5810,108.14,462.34,19.48,83.11,426.57,25.03,3.91,35.77,mixed_edge,3,3,0,104.1,2025-01:261r/104.10%/+1070; 2025-02:226r/106.11%/+1380; 2025-03:227r/114.80%/+3360
1-2,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,3 | 1,1738,455,26.18,173800,190270,16470,109.48,418.18,19.48,83.11,426.57,26.37,6.7,-8.39,probability_plus_price,3,3,0,101.01,2025-01:632r/101.01%/+640; 2025-02:539r/106.96%/+3750; 2025-03:567r/121.31%/+12080
1-2,stadium_code,22,442,113,25.57,44200,50010,5810,113.14,442.57,19.48,83.11,426.57,30.03,6.09,16.0,probability_plus_price,3,3,0,100.9,2025-01:155r/100.90%/+140; 2025-02:71r/110.99%/+780; 2025-03:216r/122.64%/+4890
1-2,stadium_code x target_lane,22 | 2,442,113,25.57,44200,50010,5810,113.14,442.57,19.48,83.11,426.57,30.03,6.09,16.0,probability_plus_price,3,3,0,100.9,2025-01:155r/100.90%/+140; 2025-02:71r/110.99%/+780; 2025-03:216r/122.64%/+4890
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,679,173,25.48,67900,83370,15470,122.78,481.91,19.48,83.11,426.57,39.67,6.0,55.34,probability_plus_price,3,3,0,100.77,2025-01:242r/138.55%/+9330; 2025-02:234r/100.77%/+180; 2025-03:203r/129.36%/+5960
1-3,lane1_target_exhibition_st_rank_pair,1-3,1565,340,21.73,156500,175780,19280,112.32,517.0,15.46,77.27,499.69,35.05,6.27,17.31,probability_plus_price,3,3,0,100.58,2025-01:550r/119.80%/+10890; 2025-02:501r/116.15%/+8090; 2025-03:514r/100.58%/+300
1-3,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 3,1565,340,21.73,156500,175780,19280,112.32,517.0,15.46,77.27,499.69,35.05,6.27,17.31,probability_plus_price,3,3,0,100.58,2025-01:550r/119.80%/+10890; 2025-02:501r/116.15%/+8090; 2025-03:514r/100.58%/+300
1-3,lane1_target_exhibition_st_rank_pair,1-2,1134,286,25.22,113400,128370,14970,113.2,448.85,15.46,77.27,499.69,35.93,9.76,-50.84,probability_plus_price,3,3,0,100.54,2025-01:402r/132.11%/+12910; 2025-02:346r/105.35%/+1850; 2025-03:386r/100.54%/+210
1-3,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,1134,286,25.22,113400,128370,14970,113.2,448.85,15.46,77.27,499.69,35.93,9.76,-50.84,probability_plus_price,3,3,0,100.54,2025-01:402r/132.11%/+12910; 2025-02:346r/105.35%/+1850; 2025-03:386r/100.54%/+210
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,697,137,19.66,69700,75290,5590,108.02,549.56,15.46,77.27,499.69,30.75,4.2,49.87,mixed_edge,2,3,0,99.84,2025-01:249r/99.84%/-40; 2025-02:232r/119.48%/+4520; 2025-03:216r/105.14%/+1110
