race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202504110304,2025-04-11,03,4,3-2,780,L01,1-2,0,0
202504110305,2025-04-11,03,5,3-2,6610,L01,1-2,0,0
202504110308,2025-04-11,03,8,1-2,330,L01,1-2,1,330
202504110709,2025-04-11,07,9,1-4,410,L01,1-2,0,0
202504111306,2025-04-11,13,6,1-3,310,L01,1-2,0,0
202504111308,2025-04-11,13,8,1-3,680,L01,1-2,0,0
202504112009,2025-04-11,20,9,1-3,260,L01,1-2,0,0
202504112104,2025-04-11,21,4,1-4,480,L01,1-2,0,0
202504112404,2025-04-11,24,4,1-4,770,L01,1-2,0,0
202504112412,2025-04-11,24,12,2-1,980,L01,1-2,0,0
202504120210,2025-04-12,02,10,5-2,4380,L01,1-2,0,0
202504120301,2025-04-12,03,1,1-2,330,L01,1-2,1,330
202504120307,2025-04-12,03,7,1-3,530,L01,1-2,0,0
202504120510,2025-04-12,05,10,1-3,1090,L01,1-2,0,0
202504120704,2025-04-12,07,4,1-2,400,L01,1-2,1,400
202504120802,2025-04-12,08,2,1-3,560,L01,1-2,0,0
202504121201,2025-04-12,12,1,1-4,490,L01,1-2,0,0
202504121207,2025-04-12,12,7,1-5,2570,L01,1-2,0,0
202504121208,2025-04-12,12,8,4-1,5110,L01,1-2,0,0
202504121509,2025-04-12,15,9,1-2,270,L01,1-2,1,270
202504121511,2025-04-12,15,11,1-2,220,L01,1-2,1,220
202504122003,2025-04-12,20,3,1-5,930,L01,1-2,0,0
202504122010,2025-04-12,20,10,2-1,1180,L01,1-2,0,0
202504122301,2025-04-12,23,1,1-2,230,L01,1-2,1,230
202504122311,2025-04-12,23,11,1-6,860,L01,1-2,0,0
202504130207,2025-04-13,02,7,1-4,440,L01,1-2,0,0
202504130401,2025-04-13,04,1,1-2,1590,L01,1-2,1,1590
202504130507,2025-04-13,05,7,1-4,660,L01,1-2,0,0
202504130904,2025-04-13,09,4,4-2,3230,L01,1-2,0,0
202504130912,2025-04-13,09,12,1-3,320,L01,1-2,0,0
202504131206,2025-04-13,12,6,1-5,1600,L01,1-2,0,0
202504131508,2025-04-13,15,8,2-1,1070,L01,1-2,0,0
202504131705,2025-04-13,17,5,1-4,770,L01,1-2,0,0
202504132101,2025-04-13,21,1,5-1,1240,L01,1-2,0,0
202504132207,2025-04-13,22,7,3-4,5000,L01,1-2,0,0
202504132212,2025-04-13,22,12,1-6,3170,L01,1-2,0,0
202504132305,2025-04-13,23,5,1-3,250,L01,1-2,0,0
202504140204,2025-04-14,02,4,1-2,1420,L01,1-2,1,1420
202504140212,2025-04-14,02,12,5-4,9060,L01,1-2,0,0
202504140410,2025-04-14,04,10,1-3,520,L01,1-2,0,0
202504142203,2025-04-14,22,3,1-3,570,L01,1-2,0,0
202504142205,2025-04-14,22,5,1-4,1530,L01,1-2,0,0
202504142207,2025-04-14,22,7,1-4,1080,L01,1-2,0,0
202504142304,2025-04-14,23,4,1-3,1100,L01,1-2,0,0
202504142308,2025-04-14,23,8,6-1,420,L01,1-2,0,0
202504142405,2025-04-14,24,5,3-4,760,L01,1-2,0,0
202504142409,2025-04-14,24,9,1-3,330,L01,1-2,0,0
202504150207,2025-04-15,02,7,1-2,470,L01,1-2,1,470
202504150209,2025-04-15,02,9,1-2,310,L01,1-2,1,310
202504150609,2025-04-15,06,9,3-1,1350,L01,1-2,0,0
202504152306,2025-04-15,23,6,1-3,760,L01,1-2,0,0
202504152404,2025-04-15,24,4,1-6,770,L01,1-2,0,0
202504152411,2025-04-15,24,11,3-1,1000,L01,1-2,0,0
202504160608,2025-04-16,06,8,1-2,690,L01,1-2,1,690
202504160610,2025-04-16,06,10,1-2,300,L01,1-2,1,300
202504160909,2025-04-16,09,9,1-2,380,L01,1-2,1,380
202504161002,2025-04-16,10,2,1-2,250,L01,1-2,1,250
202504161508,2025-04-16,15,8,1-2,250,L01,1-2,1,250
202504161709,2025-04-16,17,9,1-2,770,L01,1-2,1,770
202504162201,2025-04-16,22,1,2-1,1680,L01,1-2,0,0
202504162208,2025-04-16,22,8,2-6,3720,L01,1-2,0,0
202504162401,2025-04-16,24,1,2-1,2920,L01,1-2,0,0
202504162408,2025-04-16,24,8,3-1,480,L01,1-2,0,0
202504162409,2025-04-16,24,9,2-5,6410,L01,1-2,0,0
202504170403,2025-04-17,04,3,1-3,1580,L01,1-2,0,0
202504170607,2025-04-17,06,7,1-2,290,L01,1-2,1,290
202504170608,2025-04-17,06,8,1-2,610,L01,1-2,1,610
202504171403,2025-04-17,14,3,1-3,600,L01,1-2,0,0
202504171410,2025-04-17,14,10,1-4,990,L01,1-2,0,0
202504171511,2025-04-17,15,11,2-1,1330,L01,1-2,0,0
202504171703,2025-04-17,17,3,1-3,570,L01,1-2,0,0
202504171803,2025-04-17,18,3,1-2,310,L01,1-2,1,310
202504171807,2025-04-17,18,7,4-3,2800,L01,1-2,0,0
202504172203,2025-04-17,22,3,3-1,3310,L01,1-2,0,0
202504172205,2025-04-17,22,5,4-3,12230,L01,1-2,0,0
202504172401,2025-04-17,24,1,5-1,990,L01,1-2,0,0
202504172403,2025-04-17,24,3,1-2,380,L01,1-2,1,380
202504172409,2025-04-17,24,9,1-3,250,L01,1-2,0,0
202504180404,2025-04-18,04,4,1-3,380,L01,1-2,0,0
202504180406,2025-04-18,04,6,2-1,790,L01,1-2,0,0
202504180409,2025-04-18,04,9,1-2,460,L01,1-2,1,460
202504180705,2025-04-18,07,5,1-4,1570,L01,1-2,0,0
202504180707,2025-04-18,07,7,1-2,1680,L01,1-2,1,1680
202504180711,2025-04-18,07,11,1-3,450,L01,1-2,0,0
202504180812,2025-04-18,08,12,5-1,4760,L01,1-2,0,0
202504181001,2025-04-18,10,1,1-3,230,L01,1-2,0,0
202504181006,2025-04-18,10,6,1-3,940,L01,1-2,0,0
