strategy_name,source_hypothesis_id,race_id,race_date,stadium_code,stadium_name,race_no,bet_type,combo,is_hit,realized_payout,notes
Gemini_H001_Exacta_L2_Pressure,H-001,202511181502,2025-11-18,15,丸亀,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511190704,2025-11-19,07,蒲郡,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511190704,2025-11-19,07,蒲郡,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511190704,2025-11-19,07,蒲郡,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511191510,2025-11-19,15,丸亀,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511191510,2025-11-19,15,丸亀,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511191510,2025-11-19,15,丸亀,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511200902,2025-11-20,09,津,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511200902,2025-11-20,09,津,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511200902,2025-11-20,09,津,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511201502,2025-11-20,15,丸亀,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511201502,2025-11-20,15,丸亀,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511201502,2025-11-20,15,丸亀,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511220502,2025-11-22,05,多摩川,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511220502,2025-11-22,05,多摩川,2,2連単,2-3,1,360,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511220502,2025-11-22,05,多摩川,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511220708,2025-11-22,07,蒲郡,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511220708,2025-11-22,07,蒲郡,8,2連単,2-3,1,1320,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511220708,2025-11-22,07,蒲郡,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511221701,2025-11-22,17,宮島,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511221701,2025-11-22,17,宮島,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511221701,2025-11-22,17,宮島,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511230301,2025-11-23,03,江戸川,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511230301,2025-11-23,03,江戸川,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511230301,2025-11-23,03,江戸川,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511230806,2025-11-23,08,常滑,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511230806,2025-11-23,08,常滑,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511230806,2025-11-23,08,常滑,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511240706,2025-11-24,07,蒲郡,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511240706,2025-11-24,07,蒲郡,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511240706,2025-11-24,07,蒲郡,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511241901,2025-11-24,19,下関,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511241901,2025-11-24,19,下関,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511241901,2025-11-24,19,下関,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250701,2025-11-25,07,蒲郡,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250701,2025-11-25,07,蒲郡,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250701,2025-11-25,07,蒲郡,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250702,2025-11-25,07,蒲郡,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250702,2025-11-25,07,蒲郡,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250702,2025-11-25,07,蒲郡,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250710,2025-11-25,07,蒲郡,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250710,2025-11-25,07,蒲郡,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511250710,2025-11-25,07,蒲郡,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511251507,2025-11-25,15,丸亀,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511251507,2025-11-25,15,丸亀,7,2連単,2-3,1,3630,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511251507,2025-11-25,15,丸亀,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511252210,2025-11-25,22,福岡,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511252210,2025-11-25,22,福岡,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511252210,2025-11-25,22,福岡,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260307,2025-11-26,03,江戸川,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260307,2025-11-26,03,江戸川,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260307,2025-11-26,03,江戸川,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260704,2025-11-26,07,蒲郡,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260704,2025-11-26,07,蒲郡,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260704,2025-11-26,07,蒲郡,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260711,2025-11-26,07,蒲郡,11,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260711,2025-11-26,07,蒲郡,11,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260711,2025-11-26,07,蒲郡,11,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260807,2025-11-26,08,常滑,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260807,2025-11-26,08,常滑,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511260807,2025-11-26,08,常滑,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511270910,2025-11-27,09,津,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511270910,2025-11-27,09,津,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511270910,2025-11-27,09,津,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511271503,2025-11-27,15,丸亀,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511271503,2025-11-27,15,丸亀,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511271503,2025-11-27,15,丸亀,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511272405,2025-11-27,24,大村,5,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511272405,2025-11-27,24,大村,5,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511272405,2025-11-27,24,大村,5,2連単,2-4,1,400,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511290501,2025-11-29,05,多摩川,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511290501,2025-11-29,05,多摩川,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511290501,2025-11-29,05,多摩川,1,2連単,2-4,1,1260,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511291502,2025-11-29,15,丸亀,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511291502,2025-11-29,15,丸亀,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202511291502,2025-11-29,15,丸亀,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512011203,2025-12-01,12,住之江,3,2連単,2-1,1,370,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512011203,2025-12-01,12,住之江,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512011203,2025-12-01,12,住之江,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512020203,2025-12-02,02,戸田,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512020203,2025-12-02,02,戸田,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512020203,2025-12-02,02,戸田,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512040704,2025-12-04,07,蒲郡,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512040704,2025-12-04,07,蒲郡,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512040704,2025-12-04,07,蒲郡,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512041302,2025-12-04,13,尼崎,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512041302,2025-12-04,13,尼崎,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512041302,2025-12-04,13,尼崎,2,2連単,2-4,1,950,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512042403,2025-12-04,24,大村,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512042403,2025-12-04,24,大村,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512042403,2025-12-04,24,大村,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512050708,2025-12-05,07,蒲郡,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512050708,2025-12-05,07,蒲郡,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512050708,2025-12-05,07,蒲郡,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512051504,2025-12-05,15,丸亀,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512051504,2025-12-05,15,丸亀,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512051504,2025-12-05,15,丸亀,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512052206,2025-12-05,22,福岡,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512052206,2025-12-05,22,福岡,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512052206,2025-12-05,22,福岡,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512060708,2025-12-06,07,蒲郡,8,2連単,2-1,1,260,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512060708,2025-12-06,07,蒲郡,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512060708,2025-12-06,07,蒲郡,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512061007,2025-12-06,10,三国,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512061007,2025-12-06,10,三国,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512061007,2025-12-06,10,三国,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512070811,2025-12-07,08,常滑,11,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512070811,2025-12-07,08,常滑,11,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512070811,2025-12-07,08,常滑,11,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512071006,2025-12-07,10,三国,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512071006,2025-12-07,10,三国,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512071006,2025-12-07,10,三国,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512071907,2025-12-07,19,下関,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512071907,2025-12-07,19,下関,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512071907,2025-12-07,19,下関,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512092010,2025-12-09,20,若松,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512092010,2025-12-09,20,若松,10,2連単,2-3,1,3860,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512092010,2025-12-09,20,若松,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512092109,2025-12-09,21,芦屋,9,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512092109,2025-12-09,21,芦屋,9,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512092109,2025-12-09,21,芦屋,9,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512100307,2025-12-10,03,江戸川,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512100307,2025-12-10,03,江戸川,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512100307,2025-12-10,03,江戸川,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512100702,2025-12-10,07,蒲郡,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512100702,2025-12-10,07,蒲郡,2,2連単,2-3,1,540,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512100702,2025-12-10,07,蒲郡,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512101309,2025-12-10,13,尼崎,9,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512101309,2025-12-10,13,尼崎,9,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512101309,2025-12-10,13,尼崎,9,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512110602,2025-12-11,06,浜名湖,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512110602,2025-12-11,06,浜名湖,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512110602,2025-12-11,06,浜名湖,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512111506,2025-12-11,15,丸亀,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512111506,2025-12-11,15,丸亀,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512111506,2025-12-11,15,丸亀,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512111707,2025-12-11,17,宮島,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512111707,2025-12-11,17,宮島,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512111707,2025-12-11,17,宮島,7,2連単,2-4,1,900,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512120504,2025-12-12,05,多摩川,4,2連単,2-1,1,400,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512120504,2025-12-12,05,多摩川,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512120504,2025-12-12,05,多摩川,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512120507,2025-12-12,05,多摩川,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512120507,2025-12-12,05,多摩川,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512120507,2025-12-12,05,多摩川,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512121407,2025-12-12,14,鳴門,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512121407,2025-12-12,14,鳴門,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512121407,2025-12-12,14,鳴門,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512121709,2025-12-12,17,宮島,9,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512121709,2025-12-12,17,宮島,9,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512121709,2025-12-12,17,宮島,9,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512122101,2025-12-12,21,芦屋,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512122101,2025-12-12,21,芦屋,1,2連単,2-3,1,2350,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512122101,2025-12-12,21,芦屋,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512140306,2025-12-14,03,江戸川,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512140306,2025-12-14,03,江戸川,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512140306,2025-12-14,03,江戸川,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512140807,2025-12-14,08,常滑,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512140807,2025-12-14,08,常滑,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512140807,2025-12-14,08,常滑,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512150105,2025-12-15,01,桐生,5,2連単,2-1,1,560,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512150105,2025-12-15,01,桐生,5,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512150105,2025-12-15,01,桐生,5,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512150906,2025-12-15,09,津,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512150906,2025-12-15,09,津,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512150906,2025-12-15,09,津,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512151710,2025-12-15,17,宮島,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512151710,2025-12-15,17,宮島,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512151710,2025-12-15,17,宮島,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512160810,2025-12-16,08,常滑,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512160810,2025-12-16,08,常滑,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512160810,2025-12-16,08,常滑,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170503,2025-12-17,05,多摩川,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170503,2025-12-17,05,多摩川,3,2連単,2-3,1,530,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170503,2025-12-17,05,多摩川,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170901,2025-12-17,09,津,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170901,2025-12-17,09,津,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170901,2025-12-17,09,津,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170910,2025-12-17,09,津,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170910,2025-12-17,09,津,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512170910,2025-12-17,09,津,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512171209,2025-12-17,12,住之江,9,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512171209,2025-12-17,12,住之江,9,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512171209,2025-12-17,12,住之江,9,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512190603,2025-12-19,06,浜名湖,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512190603,2025-12-19,06,浜名湖,3,2連単,2-3,1,700,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512190603,2025-12-19,06,浜名湖,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512190604,2025-12-19,06,浜名湖,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512190604,2025-12-19,06,浜名湖,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512190604,2025-12-19,06,浜名湖,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512191603,2025-12-19,16,児島,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512191603,2025-12-19,16,児島,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512191603,2025-12-19,16,児島,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512191604,2025-12-19,16,児島,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512191604,2025-12-19,16,児島,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512191604,2025-12-19,16,児島,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512200304,2025-12-20,03,江戸川,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512200304,2025-12-20,03,江戸川,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512200304,2025-12-20,03,江戸川,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202512211708,2025-12-21,17,宮島,8,2連単,2-1,0,0,Normalized H-001 exacta
