combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen
1-2,overall,all,13759,2617,19.02,1375900,1124760,-251140,81.75,429.79
1-3,overall,all,13759,2124,15.44,1375900,1069430,-306470,77.73,503.5
1-4,overall,all,13759,1480,10.76,1375900,1103890,-272010,80.23,745.87
1-5,overall,all,13759,820,5.96,1375900,947070,-428830,68.83,1154.96
1-6,overall,all,13759,519,3.77,1375900,991130,-384770,72.04,1909.69
