race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202506110111,2025-06-11,01,11,1-2,350,L01,1-2,1,350
202506110703,2025-06-11,07,3,1-3,450,L01,1-2,0,0
202506111306,2025-06-11,13,6,3-1,1590,L01,1-2,0,0
202506111312,2025-06-11,13,12,1-3,240,L01,1-2,0,0
202506111511,2025-06-11,15,11,2-1,680,L01,1-2,0,0
202506120901,2025-06-12,09,1,2-1,1510,L01,1-2,0,0
202506121307,2025-06-12,13,7,1-3,390,L01,1-2,0,0
202506121512,2025-06-12,15,12,1-2,460,L01,1-2,1,460
202506122209,2025-06-12,22,9,1-2,340,L01,1-2,1,340
202506130202,2025-06-13,02,2,2-4,4010,L01,1-2,0,0
202506130208,2025-06-13,02,8,1-2,320,L01,1-2,1,320
202506130611,2025-06-13,06,11,1-2,810,L01,1-2,1,810
202506130711,2025-06-13,07,11,1-4,320,L01,1-2,0,0
202506130808,2025-06-13,08,8,2-1,1310,L01,1-2,0,0
202506131007,2025-06-13,10,7,1-2,570,L01,1-2,1,570
202506131009,2025-06-13,10,9,1-5,1770,L01,1-2,0,0
202506131106,2025-06-13,11,6,3-2,460,L01,1-2,0,0
202506131505,2025-06-13,15,5,2-1,1760,L01,1-2,0,0
202506131512,2025-06-13,15,12,1-4,400,L01,1-2,0,0
202506131706,2025-06-13,17,6,3-1,660,L01,1-2,0,0
202506131910,2025-06-13,19,10,1-3,260,L01,1-2,0,0
202506140610,2025-06-14,06,10,1-3,810,L01,1-2,0,0
202506141103,2025-06-14,11,3,1-2,750,L01,1-2,1,750
202506141108,2025-06-14,11,8,3-2,1240,L01,1-2,0,0
202506141110,2025-06-14,11,10,2-3,590,L01,1-2,0,0
202506141507,2025-06-14,15,7,1-2,370,L01,1-2,1,370
202506141510,2025-06-14,15,10,1-3,440,L01,1-2,0,0
202506141602,2025-06-14,16,2,4-3,3080,L01,1-2,0,0
202506141705,2025-06-14,17,5,1-2,980,L01,1-2,1,980
202506142311,2025-06-14,23,11,5-1,8380,L01,1-2,0,0
202506150602,2025-06-15,06,2,1-2,390,L01,1-2,1,390
202506150610,2025-06-15,06,10,1-2,400,L01,1-2,1,400
202506151205,2025-06-15,12,5,1-2,610,L01,1-2,1,610
202506151504,2025-06-15,15,4,1-2,300,L01,1-2,1,300
202506151608,2025-06-15,16,8,2-3,610,L01,1-2,0,0
202506151909,2025-06-15,19,9,1-2,230,L01,1-2,1,230
202506152010,2025-06-15,20,10,1-2,480,L01,1-2,1,480
202506152105,2025-06-15,21,5,1-4,600,L01,1-2,0,0
202506160502,2025-06-16,05,2,2-3,570,L01,1-2,0,0
202506161104,2025-06-16,11,4,1-2,740,L01,1-2,1,740
202506161106,2025-06-16,11,6,1-3,200,L01,1-2,0,0
202506161202,2025-06-16,12,2,1-2,420,L01,1-2,1,420
202506161402,2025-06-16,14,2,1-2,1660,L01,1-2,1,1660
202506161612,2025-06-16,16,12,1-2,340,L01,1-2,1,340
202506162008,2025-06-16,20,8,4-1,3520,L01,1-2,0,0
202506162110,2025-06-16,21,10,1-4,530,L01,1-2,0,0
202506170310,2025-06-17,03,10,1-4,570,L01,1-2,0,0
202506170602,2025-06-17,06,2,1-2,730,L01,1-2,1,730
202506171406,2025-06-17,14,6,1-4,7390,L01,1-2,0,0
