grade_group,wind_bucket,lane1_class,lane1_exgap_bucket,lane1_st_bucket,lane23_pressure_group,races,lane1_win_count,partner2_hits,partner3_hits,partner4_hits,partner5_hits,partner6_hits,lane1_win_rate_pct,exacta_12_rate_pct,exacta_13_rate_pct,exacta_14_rate_pct,rough_race_pct,best_partner_lane,best_partner_share_pct
general,3-4,B1,>0.10,near_even,lane23_one_A,89,35.0,7.0,13.0,12.0,0.0,3.0,39.33,7.87,14.61,13.48,20.22,3,37.14
