combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-4,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | target_faster_0.03_0.06,85,14,16.47,8500,17300,8800,203.53,1235.71,10.1,74.54,737.82,128.99,6.37,497.89,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,71,16,22.54,7100,13410,6310,188.87,838.12,6.7,79.3,1184.0,109.57,15.84,-345.88,probability_plus_price
1-5,lane1_target_class_pair,B2-A1,46,8,17.39,4600,7770,3170,168.91,971.25,6.7,79.3,1184.0,89.61,10.69,-212.75,probability_plus_price
1-5,lane1_target_group_pair x other_a_count_bucket,B-A | 3,145,14,9.66,14500,23550,9050,162.41,1682.14,6.7,79.3,1184.0,83.11,2.96,498.14,price_distortion
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-0.04-0.06 | some_other_pressure,60,18,30.0,6000,9700,3700,161.67,538.89,15.74,79.36,504.05,82.31,14.26,34.84,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | some_other_pressure,82,10,12.2,8200,12560,4360,153.17,1256.0,3.47,62.6,1801.77,90.57,8.73,-545.77,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | some_other_pressure,40,9,22.5,4000,5990,1990,149.75,665.56,10.1,74.54,737.82,75.21,12.4,-72.26,probability_plus_price
1-2,lane1_target_group_pair x other_a_count_bucket,A-B | 4,52,16,30.77,5200,7500,2300,144.23,468.75,19.34,80.47,416.08,63.76,11.43,52.67,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03->0.06 | low_other_pressure,43,7,16.28,4300,5990,1690,139.3,855.71,3.47,62.6,1801.77,76.7,12.81,-946.06,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-0.04-0.06 | high_other_pressure,361,28,7.76,36100,49780,13680,137.89,1777.86,6.7,79.3,1184.0,58.59,1.06,593.86,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06->0.06 | some_other_pressure,73,12,16.44,7300,10040,2740,137.53,836.67,6.7,79.3,1184.0,58.23,9.74,-347.33,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-0.04-0.06 | some_other_pressure,52,10,19.23,5200,7130,1930,137.12,713.0,6.7,79.3,1184.0,57.82,12.53,-471.0,probability_plus_price
1-5,lane1_target_start_gap_pair,0.04-0.06-0.04-0.06,430,40,9.3,43000,58910,15910,137.0,1472.75,6.7,79.3,1184.0,57.7,2.6,288.75,price_distortion
1-5,target_lane x lane1_target_start_gap_pair,5 | 0.04-0.06-0.04-0.06,430,40,9.3,43000,58910,15910,137.0,1472.75,6.7,79.3,1184.0,57.7,2.6,288.75,price_distortion
1-5,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,0.04-0.06 | 0.04-0.06,430,40,9.3,43000,58910,15910,137.0,1472.75,6.7,79.3,1184.0,57.7,2.6,288.75,price_distortion
1-4,lane1_target_group_pair x target_outer_pressure_bucket,A-B | low_other_pressure,53,20,37.74,5300,7200,1900,135.85,360.0,10.1,74.54,737.82,61.31,27.64,-377.82,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,>0.06-<=0.03 | low_other_pressure,38,5,13.16,3800,5070,1270,133.42,1014.0,3.47,62.6,1801.77,70.82,9.69,-787.77,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | low_other_pressure,37,13,35.14,3700,4870,1170,131.62,374.62,10.1,74.54,737.82,57.08,25.04,-363.2,probability_plus_price
1-5,wave_bucket,10+,118,11,9.32,11800,15400,3600,130.51,1400.0,6.7,79.3,1184.0,51.21,2.62,216.0,price_distortion
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-0.04-0.06 | low_other_pressure,32,15,46.88,3200,4160,960,130.0,277.33,19.34,80.47,416.08,49.53,27.54,-138.75,probability_plus_price
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,3 | 0,172,44,25.58,17200,22270,5070,129.48,506.14,15.74,79.36,504.05,50.12,9.84,2.09,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,>0.06-0.04-0.06 | low_other_pressure,38,5,13.16,3800,4920,1120,129.47,984.0,3.47,62.6,1801.77,66.87,9.69,-817.77,probability_plus_price
