race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202512110504,2025-12-11,05,4,1-2,240,L01,1-2,1,240
202512110507,2025-12-11,05,7,4-1,2200,L01,1-2,0,0
202512110512,2025-12-11,05,12,1-2,300,L01,1-2,1,300
202512110712,2025-12-11,07,12,1-3,430,L01,1-2,0,0
202512110907,2025-12-11,09,7,1-2,200,L01,1-2,1,200
202512110912,2025-12-11,09,12,1-2,210,L01,1-2,1,210
202512111406,2025-12-11,14,6,1-2,290,L01,1-2,1,290
202512111407,2025-12-11,14,7,3-4,4880,L01,1-2,0,0
202512111503,2025-12-11,15,3,1-3,490,L01,1-2,0,0
202512111505,2025-12-11,15,5,1-2,320,L01,1-2,1,320
202512111702,2025-12-11,17,2,1-3,260,L01,1-2,0,0
202512111710,2025-12-11,17,10,1-3,700,L01,1-2,0,0
202512111711,2025-12-11,17,11,2-1,640,L01,1-2,0,0
202512112104,2025-12-11,21,4,1-4,320,L01,1-2,0,0
202512120605,2025-12-12,06,5,1-5,1890,L01,1-2,0,0
202512120606,2025-12-12,06,6,1-5,870,L01,1-2,0,0
202512120608,2025-12-12,06,8,2-4,3170,L01,1-2,0,0
202512120612,2025-12-12,06,12,1-3,550,L01,1-2,0,0
202512120710,2025-12-12,07,10,1-4,400,L01,1-2,0,0
202512120711,2025-12-12,07,11,5-2,5360,L01,1-2,0,0
202512120712,2025-12-12,07,12,1-3,340,L01,1-2,0,0
202512121001,2025-12-12,10,1,1-2,350,L01,1-2,1,350
202512121008,2025-12-12,10,8,1-2,750,L01,1-2,1,750
202512121010,2025-12-12,10,10,1-2,310,L01,1-2,1,310
202512121304,2025-12-12,13,4,1-2,920,L01,1-2,1,920
202512121310,2025-12-12,13,10,1-3,630,L01,1-2,0,0
202512121503,2025-12-12,15,3,1-6,1170,L01,1-2,0,0
202512121710,2025-12-12,17,10,1-3,550,L01,1-2,0,0
202512121711,2025-12-12,17,11,1-6,1890,L01,1-2,0,0
202512122109,2025-12-12,21,9,1-2,300,L01,1-2,1,300
202512122110,2025-12-12,21,10,1-2,220,L01,1-2,1,220
202512130111,2025-12-13,01,11,1-4,1140,L01,1-2,0,0
202512130205,2025-12-13,02,5,1-2,580,L01,1-2,1,580
202512130305,2025-12-13,03,5,1-4,470,L01,1-2,0,0
202512130309,2025-12-13,03,9,2-1,1150,L01,1-2,0,0
202512130804,2025-12-13,08,4,6-2,1340,L01,1-2,0,0
202512130805,2025-12-13,08,5,1-3,370,L01,1-2,0,0
202512130806,2025-12-13,08,6,1-2,290,L01,1-2,1,290
202512130810,2025-12-13,08,10,1-3,260,L01,1-2,0,0
202512131002,2025-12-13,10,2,2-1,610,L01,1-2,0,0
202512131005,2025-12-13,10,5,1-2,240,L01,1-2,1,240
202512131507,2025-12-13,15,7,1-4,230,L01,1-2,0,0
202512131705,2025-12-13,17,5,1-3,690,L01,1-2,0,0
