race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202511110103,2025-11-11,01,3,2-4,750,L02,1-2,0,0
202511110103,2025-11-11,01,3,2-4,750,L03,1-3,0,0
202511110104,2025-11-11,01,4,1-4,2380,L07,1-3,0,0
202511110106,2025-11-11,01,6,1-5,390,L02,1-2,0,0
202511110112,2025-11-11,01,12,1-2,310,L03,1-3,0,0
202511110301,2025-11-11,03,1,1-4,720,L04,1-2,0,0
202511110304,2025-11-11,03,4,6-4,1350,L02,1-2,0,0
202511110304,2025-11-11,03,4,6-4,1350,L03,1-3,0,0
202511110306,2025-11-11,03,6,1-2,410,L02,1-2,1,410
202511110306,2025-11-11,03,6,1-2,410,L08,1-3,0,0
202511110307,2025-11-11,03,7,1-2,1580,L07,1-3,0,0
202511110310,2025-11-11,03,10,1-2,360,L02,1-2,1,360
202511110310,2025-11-11,03,10,1-2,360,L03,1-3,0,0
202511110502,2025-11-11,05,2,1-3,510,L04,1-2,0,0
202511110502,2025-11-11,05,2,1-3,510,L05,1-3,1,510
202511110801,2025-11-11,08,1,1-2,350,L02,1-2,1,350
202511110801,2025-11-11,08,1,1-2,350,L03,1-3,0,0
202511110805,2025-11-11,08,5,4-5,4960,L07,1-3,0,0
202511110807,2025-11-11,08,7,6-3,1030,L02,1-2,0,0
202511110809,2025-11-11,08,9,1-2,320,L05,1-3,0,0
202511111403,2025-11-11,14,3,1-4,790,L07,1-3,0,0
202511111404,2025-11-11,14,4,1-4,540,L02,1-2,0,0
202511111404,2025-11-11,14,4,1-4,540,L03,1-3,0,0
202511111406,2025-11-11,14,6,1-2,300,L02,1-2,1,300
202511111412,2025-11-11,14,12,3-1,2030,L07,1-3,0,0
202511111506,2025-11-11,15,6,3-1,1650,L01,1-2,0,0
202511111506,2025-11-11,15,6,3-1,1650,L03,1-3,0,0
202511111507,2025-11-11,15,7,1-4,980,L02,1-2,0,0
202511111507,2025-11-11,15,7,1-4,980,L03,1-3,0,0
202511111508,2025-11-11,15,8,1-2,340,L05,1-3,0,0
202511111509,2025-11-11,15,9,1-2,430,L02,1-2,1,430
202511111510,2025-11-11,15,10,1-3,350,L04,1-2,0,0
202511111510,2025-11-11,15,10,1-3,350,L08,1-3,1,350
202511111512,2025-11-11,15,12,1-4,470,L02,1-2,0,0
202511111512,2025-11-11,15,12,1-4,470,L03,1-3,0,0
202511111902,2025-11-11,19,2,1-3,470,L02,1-2,0,0
202511111902,2025-11-11,19,2,1-3,470,L03,1-3,1,470
202511111903,2025-11-11,19,3,1-3,940,L04,1-2,0,0
202511111903,2025-11-11,19,3,1-3,940,L05,1-3,1,940
202511111906,2025-11-11,19,6,1-3,340,L02,1-2,0,0
202511111906,2025-11-11,19,6,1-3,340,L03,1-3,1,340
202511112102,2025-11-11,21,2,1-3,340,L04,1-2,0,0
202511112107,2025-11-11,21,7,1-5,1180,L04,1-2,0,0
202511112111,2025-11-11,21,11,1-2,280,L02,1-2,1,280
202511112201,2025-11-11,22,1,1-2,180,L04,1-2,1,180
202511112204,2025-11-11,22,4,2-1,1290,L02,1-2,0,0
202511112204,2025-11-11,22,4,2-1,1290,L03,1-3,0,0
202511112205,2025-11-11,22,5,1-2,370,L02,1-2,1,370
202511112205,2025-11-11,22,5,1-2,370,L03,1-3,0,0
202511112206,2025-11-11,22,6,2-1,570,L04,1-2,0,0
202511112206,2025-11-11,22,6,2-1,570,L05,1-3,0,0
202511112209,2025-11-11,22,9,1-4,580,L10,1-3,0,0
202511120102,2025-11-12,01,2,1-2,2390,L02,1-2,1,2390
202511120107,2025-11-12,01,7,1-3,210,L04,1-2,0,0
202511120107,2025-11-12,01,7,1-3,210,L05,1-3,1,210
202511120204,2025-11-12,02,4,1-2,430,L01,1-2,1,430
202511120204,2025-11-12,02,4,1-2,430,L03,1-3,0,0
202511120205,2025-11-12,02,5,1-2,660,L02,1-2,1,660
202511120205,2025-11-12,02,5,1-2,660,L03,1-3,0,0
202511120208,2025-11-12,02,8,1-2,360,L01,1-2,1,360
202511120208,2025-11-12,02,8,1-2,360,L03,1-3,0,0
202511120209,2025-11-12,02,9,1-2,320,L02,1-2,1,320
202511120302,2025-11-12,03,2,1-3,290,L02,1-2,0,0
202511120304,2025-11-12,03,4,1-3,820,L04,1-2,0,0
202511120305,2025-11-12,03,5,2-1,1440,L05,1-3,0,0
202511120308,2025-11-12,03,8,2-1,1950,L05,1-3,0,0
202511120310,2025-11-12,03,10,1-3,650,L02,1-2,0,0
202511120310,2025-11-12,03,10,1-3,650,L03,1-3,1,650
202511120311,2025-11-12,03,11,2-4,1920,L06,1-2,0,0
202511120311,2025-11-12,03,11,2-4,1920,L05,1-3,0,0
202511120502,2025-11-12,05,2,3-1,1050,L03,1-3,0,0
202511120509,2025-11-12,05,9,2-1,1260,L10,1-3,0,0
202511120511,2025-11-12,05,11,1-2,250,L02,1-2,1,250
202511120511,2025-11-12,05,11,1-2,250,L08,1-3,0,0
202511120802,2025-11-12,08,2,1-2,330,L07,1-3,0,0
202511120804,2025-11-12,08,4,2-1,970,L02,1-2,0,0
202511120804,2025-11-12,08,4,2-1,970,L03,1-3,0,0
202511120806,2025-11-12,08,6,1-2,220,L04,1-2,1,220
202511120806,2025-11-12,08,6,1-2,220,L05,1-3,0,0
202511120809,2025-11-12,08,9,2-1,990,L02,1-2,0,0
202511120809,2025-11-12,08,9,2-1,990,L03,1-3,0,0
202511120810,2025-11-12,08,10,1-3,270,L05,1-3,1,270
202511120812,2025-11-12,08,12,1-2,160,L04,1-2,1,160
202511120812,2025-11-12,08,12,1-2,160,L05,1-3,0,0
202511121001,2025-11-12,10,1,1-2,290,L02,1-2,1,290
202511121001,2025-11-12,10,1,1-2,290,L03,1-3,0,0
202511121002,2025-11-12,10,2,2-1,10530,L01,1-2,0,0
202511121502,2025-11-12,15,2,3-4,5970,L05,1-3,0,0
202511121503,2025-11-12,15,3,1-3,370,L05,1-3,1,370
202511121504,2025-11-12,15,4,5-1,630,L02,1-2,0,0
202511121506,2025-11-12,15,6,1-2,300,L04,1-2,1,300
202511121506,2025-11-12,15,6,1-2,300,L05,1-3,0,0
202511121508,2025-11-12,15,8,1-2,320,L04,1-2,1,320
202511121902,2025-11-12,19,2,2-1,1100,L10,1-3,0,0
202511121903,2025-11-12,19,3,1-6,920,L02,1-2,0,0
202511121907,2025-11-12,19,7,1-2,220,L02,1-2,1,220
202511121907,2025-11-12,19,7,1-2,220,L08,1-3,0,0
202511121908,2025-11-12,19,8,1-3,500,L10,1-3,1,500
202511121909,2025-11-12,19,9,1-3,410,L02,1-2,0,0
202511121910,2025-11-12,19,10,1-2,200,L01,1-2,1,200
202511121910,2025-11-12,19,10,1-2,200,L03,1-3,0,0
202511121911,2025-11-12,19,11,1-4,360,L04,1-2,0,0
202511122101,2025-11-12,21,1,1-5,370,L02,1-2,0,0
202511122101,2025-11-12,21,1,1-5,370,L03,1-3,0,0
202511122102,2025-11-12,21,2,1-4,270,L02,1-2,0,0
202511122105,2025-11-12,21,5,1-2,690,L01,1-2,1,690
202511122107,2025-11-12,21,7,1-3,760,L02,1-2,0,0
202511122108,2025-11-12,21,8,1-3,1740,L03,1-3,1,1740
202511122109,2025-11-12,21,9,1-3,290,L04,1-2,0,0
202511122110,2025-11-12,21,10,1-3,260,L04,1-2,0,0
202511130103,2025-11-13,01,3,5-3,11630,L08,1-3,0,0
202511130105,2025-11-13,01,5,1-2,550,L05,1-3,0,0
202511130202,2025-11-13,02,2,2-1,860,L04,1-2,0,0
