combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 0,74,8,10.81,7400,18030,10630,243.65,2253.75,3.98,73.33,1841.37,170.32,6.83,412.38,price_distortion
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | low_other_pressure,35,16,45.71,3500,7820,4320,223.43,488.75,10.23,74.99,733.05,148.44,35.48,-244.3,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,91,20,21.98,9100,19740,10640,216.92,987.0,6.71,76.9,1146.28,140.02,15.27,-159.28,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,68,9,13.24,6800,14600,7800,214.71,1622.22,3.98,73.33,1841.37,141.38,9.26,-219.15,probability_plus_price
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.05_0.10 | target_faster_0.03_0.06,165,15,9.09,16500,34170,17670,207.09,2278.0,3.98,73.33,1841.37,133.76,5.11,436.63,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | some_other_pressure,72,9,12.5,7200,14560,7360,202.22,1617.78,3.98,73.33,1841.37,128.89,8.52,-223.59,probability_plus_price
1-6,grade_group,SG,72,4,5.56,7200,12320,5120,171.11,3080.0,3.98,73.33,1841.37,97.78,1.58,1238.63,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,3-1,288,27,9.38,28800,47840,19040,166.11,1771.85,3.98,73.33,1841.37,92.78,5.4,-69.52,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,288,27,9.38,28800,47840,19040,166.11,1771.85,3.98,73.33,1841.37,92.78,5.4,-69.52,probability_plus_price
1-6,lane1_target_group_pair x target_outer_pressure_bucket,A-B | low_other_pressure,50,7,14.0,5000,8230,3230,164.6,1175.71,3.98,73.33,1841.37,91.27,10.02,-665.66,probability_plus_price
1-6,lane1_target_exhibition_st_rank_pair,1-2,316,41,12.97,31600,51820,20220,163.99,1263.9,3.98,73.33,1841.37,90.66,8.99,-577.47,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,316,41,12.97,31600,51820,20220,163.99,1263.9,3.98,73.33,1841.37,90.66,8.99,-577.47,probability_plus_price
1-6,lane1_target_exhibition_st_rank_pair,2-1,329,36,10.94,32900,53840,20940,163.65,1495.56,3.98,73.33,1841.37,90.32,6.96,-345.81,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,329,36,10.94,32900,53840,20940,163.65,1495.56,3.98,73.33,1841.37,90.32,6.96,-345.81,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | high_other_pressure,404,23,5.69,40400,64600,24200,159.9,2808.7,3.98,73.33,1841.37,86.57,1.71,967.33,price_distortion
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,479,58,12.11,47900,76380,28480,159.46,1316.9,6.71,76.9,1146.28,82.56,5.4,170.62,price_distortion
1-5,lane1_target_start_gap_pair,<=0.03-best,616,82,13.31,61600,97900,36300,158.93,1193.9,6.71,76.9,1146.28,82.03,6.6,47.62,probability_plus_price
1-5,target_lane x lane1_target_start_gap_pair,5 | <=0.03-best,616,82,13.31,61600,97900,36300,158.93,1193.9,6.71,76.9,1146.28,82.03,6.6,47.62,probability_plus_price
1-5,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,616,82,13.31,61600,97900,36300,158.93,1193.9,6.71,76.9,1146.28,82.03,6.6,47.62,probability_plus_price
1-6,lane1_target_start_gap_pair,0.04-0.06-best,521,39,7.49,52100,82700,30600,158.73,2120.51,3.98,73.33,1841.37,85.4,3.51,279.14,price_distortion
1-6,target_lane x lane1_target_start_gap_pair,6 | 0.04-0.06-best,521,39,7.49,52100,82700,30600,158.73,2120.51,3.98,73.33,1841.37,85.4,3.51,279.14,price_distortion
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,0.04-0.06 | best,521,39,7.49,52100,82700,30600,158.73,2120.51,3.98,73.33,1841.37,85.4,3.51,279.14,price_distortion
1-5,lane1_target_exhibition_st_rank_pair,3-1,324,42,12.96,32400,50590,18190,156.14,1204.52,6.71,76.9,1146.28,79.24,6.25,58.24,probability_plus_price
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,324,42,12.96,32400,50590,18190,156.14,1204.52,6.71,76.9,1146.28,79.24,6.25,58.24,probability_plus_price
1-4,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | target_faster_0.03_0.06,100,12,12.0,10000,15380,5380,153.8,1281.67,10.23,74.99,733.05,78.81,1.77,548.62,price_distortion
1-5,lane1_target_exhibition_st_rank_pair,1-2,458,68,14.85,45800,70090,24290,153.03,1030.74,6.71,76.9,1146.28,76.13,8.14,-115.54,probability_plus_price
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,458,68,14.85,45800,70090,24290,153.03,1030.74,6.71,76.9,1146.28,76.13,8.14,-115.54,probability_plus_price
