strategy,race_id,race_date,bet_amount,payout,profit,cumulative_profit,drawdown
125_four_stadium_x20,202504012107,2025-04-01,2000,0,-2000,-2000,2000
125_four_stadium_x20,202504021202,2025-04-02,2000,0,-2000,-4000,4000
125_four_stadium_x20,202504051201,2025-04-05,2000,0,-2000,-6000,6000
125_four_stadium_x20,202504051202,2025-04-05,2000,0,-2000,-8000,8000
125_four_stadium_x20,202504080302,2025-04-08,2000,0,-2000,-10000,10000
125_four_stadium_x20,202504081409,2025-04-08,2000,0,-2000,-12000,12000
125_four_stadium_x20,202504090301,2025-04-09,2000,0,-2000,-14000,14000
125_four_stadium_x20,202504110303,2025-04-11,2000,0,-2000,-16000,16000
125_four_stadium_x20,202504130302,2025-04-13,2000,0,-2000,-18000,18000
125_four_stadium_x20,202504201407,2025-04-20,2000,0,-2000,-20000,20000
125_four_stadium_x20,202504251405,2025-04-25,2000,0,-2000,-22000,22000
125_four_stadium_x20,202504251407,2025-04-25,2000,0,-2000,-24000,24000
125_four_stadium_x20,202504271407,2025-04-27,2000,0,-2000,-26000,26000
125_four_stadium_x20,202505031202,2025-05-03,2000,0,-2000,-28000,28000
125_four_stadium_x20,202505031203,2025-05-03,2000,0,-2000,-30000,30000
125_four_stadium_x20,202505031204,2025-05-03,2000,0,-2000,-32000,32000
125_four_stadium_x20,202505051408,2025-05-05,2000,0,-2000,-34000,34000
125_four_stadium_x20,202505071202,2025-05-07,2000,0,-2000,-36000,36000
125_four_stadium_x20,202505080306,2025-05-08,2000,0,-2000,-38000,38000
125_four_stadium_x20,202505081409,2025-05-08,2000,0,-2000,-40000,40000
125_four_stadium_x20,202505090302,2025-05-09,2000,0,-2000,-42000,42000
125_four_stadium_x20,202505131202,2025-05-13,2000,0,-2000,-44000,44000
125_four_stadium_x20,202505160304,2025-05-16,2000,0,-2000,-46000,46000
125_four_stadium_x20,202505161204,2025-05-16,2000,0,-2000,-48000,48000
125_four_stadium_x20,202505162107,2025-05-16,2000,0,-2000,-50000,50000
125_four_stadium_x20,202505201405,2025-05-20,2000,0,-2000,-52000,52000
125_four_stadium_x20,202505240303,2025-05-24,2000,0,-2000,-54000,54000
125_four_stadium_x20,202505240308,2025-05-24,2000,0,-2000,-56000,56000
125_four_stadium_x20,202505241202,2025-05-24,2000,0,-2000,-58000,58000
125_four_stadium_x20,202505250301,2025-05-25,2000,0,-2000,-60000,60000
125_four_stadium_x20,202505252107,2025-05-25,2000,0,-2000,-62000,62000
