combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-3,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.05_0.10 | lane1_faster_0.06+,262,55,20.99,26200,30930,4730,118.05,562.36,15.76,78.52,498.07,39.53,5.23,64.29,probability_plus_price
1-3,stadium_code,23,216,43,19.91,21600,25490,3890,118.01,592.79,15.76,78.52,498.07,39.49,4.15,94.72,price_distortion
1-3,stadium_code x target_lane,23 | 3,216,43,19.91,21600,25490,3890,118.01,592.79,15.76,78.52,498.07,39.49,4.15,94.72,price_distortion
1-4,lane1_target_start_gap_pair,best-<=0.03,908,151,16.63,90800,106950,16150,117.79,708.28,10.14,75.45,744.07,42.34,6.49,-35.79,probability_plus_price
1-4,target_lane x lane1_target_start_gap_pair,4 | best-<=0.03,908,151,16.63,90800,106950,16150,117.79,708.28,10.14,75.45,744.07,42.34,6.49,-35.79,probability_plus_price
1-4,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | <=0.03,908,151,16.63,90800,106950,16150,117.79,708.28,10.14,75.45,744.07,42.34,6.49,-35.79,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | some_other_pressure,151,35,23.18,15100,17760,2660,117.62,507.43,10.14,75.45,744.07,42.17,13.04,-236.64,probability_plus_price
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,3 | 0,312,78,25.0,31200,36610,5410,117.34,469.36,15.76,78.52,498.07,38.82,9.24,-28.71,probability_plus_price
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,2 | 0,1249,313,25.06,124900,146430,21530,117.24,467.83,15.76,78.52,498.07,38.72,9.3,-30.24,probability_plus_price
1-4,lane1_target_exhibition_st_rank_pair,1-2,604,119,19.7,60400,70770,10370,117.17,594.71,10.14,75.45,744.07,41.72,9.56,-149.36,probability_plus_price
1-4,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,604,119,19.7,60400,70770,10370,117.17,594.71,10.14,75.45,744.07,41.72,9.56,-149.36,probability_plus_price
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | high_other_pressure,709,103,14.53,70900,82900,12000,116.93,804.85,10.14,75.45,744.07,41.48,4.39,60.78,mixed_edge
1-3,target_exhibition_rank_bucket x other_exhibition_faster_than_target_count_bucket,4+ | 1,180,43,23.89,18000,21020,3020,116.78,488.84,15.76,78.52,498.07,38.26,8.13,-9.23,probability_plus_price
1-5,stadium_code,11,480,33,6.88,48000,56010,8010,116.69,1697.27,6.69,80.94,1209.34,35.75,0.19,487.93,price_distortion
1-5,stadium_code x target_lane,11 | 5,480,33,6.88,48000,56010,8010,116.69,1697.27,6.69,80.94,1209.34,35.75,0.19,487.93,price_distortion
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best->0.06 | low_other_pressure,89,24,26.97,8900,10380,1480,116.63,432.5,10.14,75.45,744.07,41.18,16.83,-311.57,probability_plus_price
1-2,lane1_target_start_gap_pair,best-best,325,90,27.69,32500,37890,5390,116.58,421.0,18.8,81.32,432.61,35.26,8.89,-11.61,probability_plus_price
1-2,target_lane x lane1_target_start_gap_pair,2 | best-best,325,90,27.69,32500,37890,5390,116.58,421.0,18.8,81.32,432.61,35.26,8.89,-11.61,probability_plus_price
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | best,325,90,27.69,32500,37890,5390,116.58,421.0,18.8,81.32,432.61,35.26,8.89,-11.61,probability_plus_price
1-5,lane1_target_start_gap_pair,<=0.03-0.04-0.06,644,52,8.07,64400,74870,10470,116.26,1439.81,6.69,80.94,1209.34,35.32,1.38,230.47,price_distortion
1-5,target_lane x lane1_target_start_gap_pair,5 | <=0.03-0.04-0.06,644,52,8.07,64400,74870,10470,116.26,1439.81,6.69,80.94,1209.34,35.32,1.38,230.47,price_distortion
1-5,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | 0.04-0.06,644,52,8.07,64400,74870,10470,116.26,1439.81,6.69,80.94,1209.34,35.32,1.38,230.47,price_distortion
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,best->0.06 | some_other_pressure,184,58,31.52,18400,21380,2980,116.2,368.62,15.76,78.52,498.07,37.68,15.76,-129.45,probability_plus_price
1-5,lane1_target_national_rank_pair x target_outer_pressure_bucket,3-1 | low_other_pressure,123,25,20.33,12300,14280,1980,116.1,571.2,6.69,80.94,1209.34,35.16,13.64,-638.14,probability_plus_price
1-4,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 1,377,61,16.18,37700,43700,6000,115.92,716.39,10.14,75.45,744.07,40.47,6.04,-27.68,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | high_other_pressure,413,33,7.99,41300,47840,6540,115.84,1449.7,6.69,80.94,1209.34,34.9,1.3,240.36,price_distortion
