race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202601110201,2026-01-11,02,1,4-5,2010,L02,1-2,0,0
202601110201,2026-01-11,02,1,4-5,2010,L03,1-3,0,0
202601110202,2026-01-11,02,2,1-3,400,L10,1-3,1,400
202601110204,2026-01-11,02,4,1-3,1590,L04,1-3,1,1590
202601110205,2026-01-11,02,5,2-1,3280,L02,1-2,0,0
202601110205,2026-01-11,02,5,2-1,3280,L01,1-3,0,0
202601110206,2026-01-11,02,6,5-1,570,L10,1-3,0,0
202601110208,2026-01-11,02,8,1-3,340,L01,1-3,1,340
202601110212,2026-01-11,02,12,1-5,900,L10,1-3,0,0
202601110501,2026-01-11,05,1,1-3,370,L01,1-3,1,370
202601110502,2026-01-11,05,2,1-3,510,L02,1-2,0,0
202601110502,2026-01-11,05,2,1-3,510,L03,1-3,1,510
202601110603,2026-01-11,06,3,2-6,2030,L02,1-2,0,0
202601110603,2026-01-11,06,3,2-6,2030,L03,1-3,0,0
202601110605,2026-01-11,06,5,1-3,390,L08,1-2,0,0
202601110606,2026-01-11,06,6,3-2,590,L08,1-2,0,0
202601110607,2026-01-11,06,7,3-2,990,L02,1-2,0,0
202601110607,2026-01-11,06,7,3-2,990,L03,1-3,0,0
202601110609,2026-01-11,06,9,1-3,750,L02,1-2,0,0
202601110609,2026-01-11,06,9,1-3,750,L03,1-3,1,750
202601110610,2026-01-11,06,10,1-3,690,L02,1-2,0,0
202601110610,2026-01-11,06,10,1-3,690,L01,1-3,1,690
202601110611,2026-01-11,06,11,1-3,420,L02,1-2,0,0
202601110611,2026-01-11,06,11,1-3,420,L03,1-3,1,420
202601110612,2026-01-11,06,12,1-5,570,L07,1-2,0,0
202601110702,2026-01-11,07,2,1-3,390,L08,1-2,0,0
202601110703,2026-01-11,07,3,1-3,360,L08,1-2,0,0
202601110704,2026-01-11,07,4,1-3,280,L04,1-3,1,280
202601110705,2026-01-11,07,5,1-5,330,L02,1-2,0,0
202601110705,2026-01-11,07,5,1-5,330,L03,1-3,0,0
202601110706,2026-01-11,07,6,1-3,790,L02,1-2,0,0
202601110706,2026-01-11,07,6,1-3,790,L01,1-3,1,790
202601110707,2026-01-11,07,7,1-3,340,L02,1-2,0,0
202601110707,2026-01-11,07,7,1-3,340,L03,1-3,1,340
202601110708,2026-01-11,07,8,1-2,440,L02,1-2,1,440
202601110708,2026-01-11,07,8,1-2,440,L03,1-3,0,0
202601110711,2026-01-11,07,11,1-2,410,L06,1-2,1,410
202601110711,2026-01-11,07,11,1-2,410,L01,1-3,0,0
202601110712,2026-01-11,07,12,1-3,340,L08,1-2,0,0
202601111205,2026-01-11,12,5,1-6,320,L10,1-3,0,0
202601111207,2026-01-11,12,7,1-3,460,L02,1-2,0,0
202601111207,2026-01-11,12,7,1-3,460,L03,1-3,1,460
202601111208,2026-01-11,12,8,1-4,220,L02,1-2,0,0
202601111208,2026-01-11,12,8,1-4,220,L03,1-3,0,0
202601111209,2026-01-11,12,9,1-3,380,L04,1-3,1,380
202601111211,2026-01-11,12,11,1-5,1030,L02,1-2,0,0
202601111211,2026-01-11,12,11,1-5,1030,L03,1-3,0,0
202601111212,2026-01-11,12,12,1-2,220,L10,1-3,0,0
202601111301,2026-01-11,13,1,1-3,320,L06,1-2,0,0
202601111301,2026-01-11,13,1,1-3,320,L04,1-3,1,320
202601111302,2026-01-11,13,2,1-2,310,L07,1-2,1,310
202601111302,2026-01-11,13,2,1-2,310,L10,1-3,0,0
202601111303,2026-01-11,13,3,2-1,610,L02,1-2,0,0
202601111304,2026-01-11,13,4,1-6,440,L02,1-2,0,0
202601111306,2026-01-11,13,6,3-1,2180,L10,1-3,0,0
202601111308,2026-01-11,13,8,4-2,1800,L07,1-2,0,0
202601111401,2026-01-11,14,1,1-4,270,L04,1-3,0,0
202601111402,2026-01-11,14,2,3-2,1530,L10,1-3,0,0
202601111403,2026-01-11,14,3,1-2,440,L04,1-3,0,0
202601111602,2026-01-11,16,2,2-1,2240,L08,1-2,0,0
202601111603,2026-01-11,16,3,1-2,950,L10,1-3,0,0
202601111604,2026-01-11,16,4,1-2,1010,L02,1-2,1,1010
202601111609,2026-01-11,16,9,1-4,450,L10,1-3,0,0
202601111610,2026-01-11,16,10,1-2,270,L10,1-3,0,0
202601111701,2026-01-11,17,1,1-3,320,L02,1-2,0,0
202601111701,2026-01-11,17,1,1-3,320,L03,1-3,1,320
202601111702,2026-01-11,17,2,1-3,520,L04,1-3,1,520
202601111703,2026-01-11,17,3,1-3,240,L07,1-2,0,0
202601111706,2026-01-11,17,6,1-3,300,L02,1-2,0,0
202601111706,2026-01-11,17,6,1-3,300,L03,1-3,1,300
202601111708,2026-01-11,17,8,1-3,420,L02,1-2,0,0
202601111708,2026-01-11,17,8,1-3,420,L03,1-3,1,420
202601111710,2026-01-11,17,10,1-6,710,L03,1-3,0,0
202601111712,2026-01-11,17,12,1-3,250,L07,1-2,0,0
202601111712,2026-01-11,17,12,1-3,250,L10,1-3,1,250
202601111801,2026-01-11,18,1,1-3,460,L02,1-2,0,0
202601111802,2026-01-11,18,2,1-3,210,L02,1-2,0,0
202601111802,2026-01-11,18,2,1-3,210,L03,1-3,1,210
202601111805,2026-01-11,18,5,1-2,330,L02,1-2,1,330
202601111808,2026-01-11,18,8,1-2,440,L06,1-2,1,440
202601111808,2026-01-11,18,8,1-2,440,L04,1-3,0,0
202601111812,2026-01-11,18,12,1-3,260,L04,1-3,1,260
202601111902,2026-01-11,19,2,1-3,360,L07,1-2,0,0
202601111904,2026-01-11,19,4,2-1,970,L06,1-2,0,0
202601111904,2026-01-11,19,4,2-1,970,L04,1-3,0,0
202601111905,2026-01-11,19,5,1-3,220,L05,1-3,1,220
202601111908,2026-01-11,19,8,2-6,13610,L08,1-2,0,0
202601111909,2026-01-11,19,9,1-3,240,L02,1-2,0,0
202601111909,2026-01-11,19,9,1-3,240,L01,1-3,1,240
202601111911,2026-01-11,19,11,1-3,670,L06,1-2,0,0
202601111912,2026-01-11,19,12,1-4,380,L02,1-2,0,0
202601111912,2026-01-11,19,12,1-4,380,L03,1-3,0,0
202601112003,2026-01-11,20,3,3-6,1730,L10,1-3,0,0
202601112005,2026-01-11,20,5,1-4,250,L08,1-2,0,0
202601112008,2026-01-11,20,8,3-1,1300,L02,1-2,0,0
202601112008,2026-01-11,20,8,3-1,1300,L03,1-3,0,0
202601112009,2026-01-11,20,9,2-6,6220,L01,1-3,0,0
202601112010,2026-01-11,20,10,1-2,180,L08,1-2,1,180
202601112011,2026-01-11,20,11,1-4,1360,L02,1-2,0,0
202601112011,2026-01-11,20,11,1-4,1360,L03,1-3,0,0
202601120101,2026-01-12,01,1,3-4,860,L07,1-2,0,0
