exclude_lane,rule,sample,hits,hit_rate_pct,baseline_hit_rate_pct,lift_vs_baseline,roi_pct
3,l3_class_eq_B2 & l3_worst_st,209,60,28.71,12.91,2.22,116.24
3,l3_slowest_exh & l3_worst_st,1647,362,21.98,12.91,1.7,111.29
3,l3_class_eq_B2 & l3_slowest_exh,258,66,25.58,12.91,1.98,102.22
3,l3_worst_st & l3_course_back,395,67,16.96,12.91,1.31,95.54
3,l3_slowest_exh & l3_st_gap_ge_005,2755,490,17.79,12.91,1.38,93.0
3,l3_worst_st & l3_exh_gap_ge_002,3587,635,17.7,12.91,1.37,91.63
3,l3_worst_st & wave_5_6,599,111,18.53,12.91,1.44,91.21
3,l3_worst_st & wind_3_4,1896,302,15.93,12.91,1.23,90.97
3,l3_slowest_exh & wind_3_4,2537,421,16.59,12.91,1.29,89.58
3,l3_worst_motor & l3_st_gap_ge_005,838,130,15.51,12.91,1.2,89.02
3,l3_worst_st & l3_st_gap_ge_005,4395,739,16.81,12.91,1.3,87.93
3,l3_class_le_B1 & l3_worst_st,3234,646,19.98,12.91,1.55,87.14
3,l3_class_eq_B2 & l3_st_gap_ge_005,407,93,22.85,12.91,1.77,86.89
3,l3_class_eq_B2 & l3_exh_gap_ge_002,606,123,20.3,12.91,1.57,86.88
3,l3_worst_motor & l3_worst_st,446,70,15.7,12.91,1.22,85.16
3,l3_slowest_exh & l3_course_back,376,54,14.36,12.91,1.11,84.99
3,l3_worst_st & wind_ge_4,1741,303,17.4,12.91,1.35,83.63
3,l3_class_le_B1 & l3_class_eq_B2,916,181,19.76,12.91,1.53,83.36
3,l3_worst_nat & l3_worst_st,1913,455,23.78,12.91,1.84,83.04
3,l3_worst_nat & l3_worst_motor,475,109,22.95,12.91,1.78,82.09
3,l3_worst_st & wave_ge_4,1268,228,17.98,12.91,1.39,81.8
3,l3_worst_class & l3_slowest_exh,717,208,29.01,12.91,2.25,80.21
3,l3_class_eq_B2 & l3_worst_class,801,167,20.85,12.91,1.61,80.1
3,l3_class_eq_B2 & wind_3_4,332,68,20.48,12.91,1.59,80.09
3,l3_class_eq_B2 & l3_worst_nat,606,138,22.77,12.91,1.76,79.17
3,l3_class_eq_B2 & wind_ge_4,301,61,20.27,12.91,1.57,78.86
3,l3_class_le_B1 & wind_3_4,5254,794,15.11,12.91,1.17,78.77
3,l3_slowest_exh & l3_exh_gap_ge_002,6928,1136,16.4,12.91,1.27,78.3
3,l3_slowest_exh & wave_ge_4,1721,291,16.91,12.91,1.31,78.28
3,l3_worst_nat & l3_st_gap_ge_005,3251,681,20.95,12.91,1.62,77.66
3,l3_class_eq_B2 & wave_ge_4,234,46,19.66,12.91,1.52,77.49
3,l3_exh_gap_ge_002 & l3_st_gap_ge_005,7150,1055,14.76,12.91,1.14,77.41
3,l3_class_le_B1 & l3_slowest_exh,4183,806,19.27,12.91,1.49,77.37
3,l3_worst_class & l3_worst_st,572,165,28.85,12.91,2.23,76.93
3,l3_st_gap_ge_005 & wind_3_4,3676,501,13.63,12.91,1.06,76.66
3,l3_course_back & wind_3_4,574,59,10.28,12.91,0.8,76.33
3,wave_ge_4 & final_day,248,34,13.71,12.91,1.06,76.2
3,l3_course_back & l3_st_gap_ge_005,692,80,11.56,12.91,0.9,75.12
3,l3_worst_class & l3_st_gap_ge_005,1041,263,25.26,12.91,1.96,74.75
3,l3_exh_gap_ge_002 & wind_3_4,6552,879,13.42,12.91,1.04,74.58
3,l3_slowest_exh & wind_ge_4,2343,394,16.82,12.91,1.3,73.85
