race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202503110305,2025-03-11,03,5,2-3,610,L07,1-2,0,0
202503110307,2025-03-11,03,7,1-6,1870,L01,1-2,0,0
202503110307,2025-03-11,03,7,1-6,1870,L06,1-3,0,0
202503110308,2025-03-11,03,8,1-2,1310,L01,1-2,1,1310
202503110309,2025-03-11,03,9,1-2,360,L08,1-2,1,360
202503110309,2025-03-11,03,9,1-2,360,L05,1-3,0,0
202503110310,2025-03-11,03,10,1-2,400,L10,1-3,0,0
202503110311,2025-03-11,03,11,1-2,510,L08,1-2,1,510
202503110311,2025-03-11,03,11,1-2,510,L09,1-3,0,0
202503110503,2025-03-11,05,3,3-4,1710,L08,1-2,0,0
202503110503,2025-03-11,05,3,3-4,1710,L06,1-3,0,0
202503110506,2025-03-11,05,6,1-6,1040,L07,1-2,0,0
202503110508,2025-03-11,05,8,1-3,310,L08,1-2,0,0
202503110508,2025-03-11,05,8,1-3,310,L03,1-3,1,310
202503110509,2025-03-11,05,9,5-4,2950,L07,1-2,0,0
202503110510,2025-03-11,05,10,1-2,210,L01,1-2,1,210
202503110510,2025-03-11,05,10,1-2,210,L05,1-3,0,0
202503110511,2025-03-11,05,11,1-2,180,L02,1-2,1,180
202503110511,2025-03-11,05,11,1-2,180,L05,1-3,0,0
202503110512,2025-03-11,05,12,1-3,250,L01,1-2,0,0
202503110801,2025-03-11,08,1,1-3,390,L01,1-2,0,0
202503110806,2025-03-11,08,6,1-6,1180,L01,1-2,0,0
202503110807,2025-03-11,08,7,1-2,350,L01,1-2,1,350
202503110807,2025-03-11,08,7,1-2,350,L03,1-3,0,0
202503110808,2025-03-11,08,8,1-3,320,L02,1-2,0,0
202503110808,2025-03-11,08,8,1-3,320,L09,1-3,1,320
202503110810,2025-03-11,08,10,1-5,470,L07,1-2,0,0
202503110811,2025-03-11,08,11,1-2,280,L01,1-2,1,280
202503110811,2025-03-11,08,11,1-2,280,L05,1-3,0,0
202503110812,2025-03-11,08,12,1-4,320,L10,1-3,0,0
202503111001,2025-03-11,10,1,3-1,1950,L01,1-2,0,0
202503111001,2025-03-11,10,1,3-1,1950,L06,1-3,0,0
202503111002,2025-03-11,10,2,1-2,200,L01,1-2,1,200
202503111006,2025-03-11,10,6,3-1,2780,L01,1-2,0,0
202503111006,2025-03-11,10,6,3-1,2780,L05,1-3,0,0
202503111009,2025-03-11,10,9,3-2,2500,L07,1-2,0,0
202503111012,2025-03-11,10,12,2-4,2350,L10,1-3,0,0
202503111101,2025-03-11,11,1,1-5,560,L10,1-3,0,0
