cycle_month,target_month,train_start,train_end,target_start,target_end,train_races,target_races,train_slice_rows,focus_slice_rows,quality_candidate_count,selected_logic_count,dedup_bets,dedup_unique_races,dedup_hits,dedup_hit_rate_pct,dedup_profit_yen,dedup_roi_pct,month_dir
2026-01,2026-01-11_to_2026-02-10,2025-10-01,2025-12-31,2026-01-11,2026-02-10,12820,4801,2791,1112,34,10,3103,2330,816,26.3,54590,117.59,C:\boat\reports\strategies\rolling_10day_forward_2026_available_train3m_no_grace_12_13_tol98_max10_nolift_20260504\2026-01-11_to_2026-02-10
2026-02,2026-02-11_to_2026-03-10,2025-11-01,2026-01-31,2026-02-11,2026-03-10,13853,4137,2829,1133,43,10,1661,1187,401,24.14,19520,111.75,C:\boat\reports\strategies\rolling_10day_forward_2026_available_train3m_no_grace_12_13_tol98_max10_nolift_20260504\2026-02-11_to_2026-03-10
2026-03,2026-03-11_to_2026-04-10,2025-12-01,2026-02-28,2026-03-11,2026-04-10,14087,4480,2838,1136,34,10,1108,872,210,18.95,-15690,85.84,C:\boat\reports\strategies\rolling_10day_forward_2026_available_train3m_no_grace_12_13_tol98_max10_nolift_20260504\2026-03-11_to_2026-04-10
2026-04,2026-04-11_to_2026-05-10,2026-01-01,2026-03-31,2026-04-11,2026-05-10,13971,3662,2780,1107,3,1,81,81,17,20.99,-1940,76.05,C:\boat\reports\strategies\rolling_10day_forward_2026_available_train3m_no_grace_12_13_tol98_max10_nolift_20260504\2026-04-11_to_2026-05-10
2026-05,2026-05-11_to_2026-06-10,2026-02-01,2026-04-30,2026-05-11,2026-06-10,13154,0,2665,1066,0,0,0,0,0,0.0,0,0.0,C:\boat\reports\strategies\rolling_10day_forward_2026_available_train3m_no_grace_12_13_tol98_max10_nolift_20260504\2026-05-11_to_2026-06-10
