race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202602110204,2026-02-11,02,4,1-2,360,L06,1-5,0,0
202602110205,2026-02-11,02,5,1-2,480,L02,1-6,0,0
202602110208,2026-02-11,02,8,3-1,2360,L11,1-3,0,0
202602110210,2026-02-11,02,10,1-2,370,L09,1-2,1,370
202602110210,2026-02-11,02,10,1-2,370,L08,1-3,0,0
202602110210,2026-02-11,02,10,1-2,370,L02,1-6,0,0
202602110211,2026-02-11,02,11,1-2,440,L06,1-5,0,0
202602110212,2026-02-11,02,12,1-3,330,L03,1-6,0,0
202602110301,2026-02-11,03,1,3-2,1630,L10,1-3,0,0
202602110302,2026-02-11,03,2,1-3,2560,L08,1-3,1,2560
202602110303,2026-02-11,03,3,4-3,3420,L08,1-3,0,0
202602110304,2026-02-11,03,4,3-4,3350,L12,1-3,0,0
202602110306,2026-02-11,03,6,1-2,550,L11,1-3,0,0
202602110308,2026-02-11,03,8,1-3,270,L08,1-3,1,270
202602110309,2026-02-11,03,9,1-5,940,L08,1-3,0,0
202602110312,2026-02-11,03,12,1-3,290,L07,1-5,0,0
202602110501,2026-02-11,05,1,3-1,560,L08,1-3,0,0
202602110501,2026-02-11,05,1,3-1,560,L02,1-6,0,0
202602110604,2026-02-11,06,4,1-5,860,L03,1-6,0,0
202602110610,2026-02-11,06,10,2-1,460,L11,1-3,0,0
202602110701,2026-02-11,07,1,1-3,390,L11,1-3,1,390
202602110705,2026-02-11,07,5,2-1,1050,L09,1-2,0,0
202602110707,2026-02-11,07,7,1-4,200,L10,1-3,0,0
202602111001,2026-02-11,10,1,4-6,7100,L04,1-6,0,0
202602111401,2026-02-11,14,1,3-2,5980,L10,1-3,0,0
202602111402,2026-02-11,14,2,1-3,320,L11,1-3,1,320
202602111404,2026-02-11,14,4,4-3,14280,L11,1-3,0,0
202602111406,2026-02-11,14,6,3-4,2900,L09,1-2,0,0
202602111406,2026-02-11,14,6,3-4,2900,L11,1-3,0,0
202602111408,2026-02-11,14,8,1-3,410,L11,1-3,1,410
202602111410,2026-02-11,14,10,4-3,860,L10,1-3,0,0
202602111411,2026-02-11,14,11,1-4,790,L10,1-3,0,0
202602111502,2026-02-11,15,2,1-5,990,L10,1-3,0,0
202602111507,2026-02-11,15,7,1-5,370,L07,1-5,1,370
202602111509,2026-02-11,15,9,1-3,220,L03,1-6,0,0
202602111511,2026-02-11,15,11,1-2,510,L11,1-3,0,0
202602111511,2026-02-11,15,11,1-2,510,L07,1-5,0,0
202602111601,2026-02-11,16,1,1-3,290,L11,1-3,1,290
202602111602,2026-02-11,16,2,3-2,3990,L08,1-3,0,0
202602111603,2026-02-11,16,3,1-2,470,L08,1-3,0,0
202602111608,2026-02-11,16,8,1-4,500,L08,1-3,0,0
202602111609,2026-02-11,16,9,1-5,740,L08,1-3,0,0
202602111611,2026-02-11,16,11,1-2,250,L09,1-2,1,250
202602111611,2026-02-11,16,11,1-2,250,L10,1-3,0,0
202602111903,2026-02-11,19,3,1-6,3540,L10,1-3,0,0
202602111912,2026-02-11,19,12,1-3,200,L10,1-3,1,200
202602112001,2026-02-11,20,1,1-4,510,L06,1-5,0,0
202602112003,2026-02-11,20,3,1-2,260,L01,1-6,0,0
202602112011,2026-02-11,20,11,1-2,190,L11,1-3,0,0
202602112101,2026-02-11,21,1,3-4,2310,L03,1-6,0,0
202602112105,2026-02-11,21,5,1-5,1990,L07,1-5,1,1990
202602112105,2026-02-11,21,5,1-5,1990,L01,1-6,0,0
202602112106,2026-02-11,21,6,5-3,4110,L02,1-6,0,0
202602112304,2026-02-11,23,4,5-1,3060,L07,1-5,0,0
202602112307,2026-02-11,23,7,4-2,2790,L08,1-3,0,0
202602112308,2026-02-11,23,8,1-2,300,L06,1-5,0,0
202602112311,2026-02-11,23,11,1-2,310,L10,1-3,0,0
202602112312,2026-02-11,23,12,1-3,330,L08,1-3,1,330
202602120301,2026-02-12,03,1,5-1,1440,L11,1-3,0,0
202602120303,2026-02-12,03,3,3-6,2010,L08,1-3,0,0
202602120304,2026-02-12,03,4,1-2,270,L09,1-2,1,270
202602120305,2026-02-12,03,5,2-1,790,L09,1-2,0,0
202602120305,2026-02-12,03,5,2-1,790,L10,1-3,0,0
202602120306,2026-02-12,03,6,1-4,470,L10,1-3,0,0
202602120312,2026-02-12,03,12,3-2,3210,L10,1-3,0,0
202602120404,2026-02-12,04,4,1-2,240,L09,1-2,1,240
202602120404,2026-02-12,04,4,1-2,240,L08,1-3,0,0
202602120405,2026-02-12,04,5,4-1,2020,L03,1-6,0,0
202602120408,2026-02-12,04,8,1-4,260,L06,1-5,0,0
202602120603,2026-02-12,06,3,3-4,1160,L02,1-6,0,0
202602120604,2026-02-12,06,4,1-2,190,L02,1-6,0,0
202602120605,2026-02-12,06,5,5-1,330,L03,1-6,0,0
202602120608,2026-02-12,06,8,1-3,3020,L08,1-3,1,3020
202602120609,2026-02-12,06,9,1-3,430,L10,1-3,1,430
202602120610,2026-02-12,06,10,1-4,300,L06,1-5,0,0
202602120706,2026-02-12,07,6,1-3,390,L10,1-3,1,390
202602120707,2026-02-12,07,7,1-4,300,L07,1-5,0,0
202602120711,2026-02-12,07,11,6-4,3440,L03,1-6,0,0
202602121301,2026-02-12,13,1,1-3,340,L03,1-6,0,0
202602121305,2026-02-12,13,5,5-2,7620,L09,1-2,0,0
202602121312,2026-02-12,13,12,1-5,340,L07,1-5,1,340
202602121312,2026-02-12,13,12,1-5,340,L02,1-6,0,0
202602121402,2026-02-12,14,2,1-4,640,L10,1-3,0,0
202602121411,2026-02-12,14,11,1-2,370,L07,1-5,0,0
202602121502,2026-02-12,15,2,1-2,500,L08,1-3,0,0
202602121508,2026-02-12,15,8,1-2,220,L01,1-6,0,0
202602121510,2026-02-12,15,10,2-1,1570,L05,1-5,0,0
202602121708,2026-02-12,17,8,1-4,1010,L06,1-5,0,0
202602121709,2026-02-12,17,9,4-3,8480,L05,1-5,0,0
202602121803,2026-02-12,18,3,3-1,2160,L11,1-3,0,0
202602121804,2026-02-12,18,4,1-3,470,L02,1-6,0,0
202602121903,2026-02-12,19,3,2-3,1170,L08,1-3,0,0
202602121905,2026-02-12,19,5,3-5,6690,L08,1-3,0,0
202602121905,2026-02-12,19,5,3-5,6690,L07,1-5,0,0
202602121906,2026-02-12,19,6,2-5,430,L03,1-6,0,0
202602121907,2026-02-12,19,7,1-3,300,L08,1-3,1,300
202602121908,2026-02-12,19,8,1-2,310,L10,1-3,0,0
202602121912,2026-02-12,19,12,1-2,1100,L11,1-3,0,0
202602122101,2026-02-12,21,1,1-4,340,L06,1-5,0,0
202602122103,2026-02-12,21,3,1-4,470,L08,1-3,0,0
202602122103,2026-02-12,21,3,1-4,470,L07,1-5,0,0
202602122108,2026-02-12,21,8,1-4,1880,L10,1-3,0,0
202602122110,2026-02-12,21,10,1-2,400,L05,1-5,0,0
202602130402,2026-02-13,04,2,1-2,2140,L10,1-3,0,0
202602130407,2026-02-13,04,7,1-6,1310,L08,1-3,0,0
202602130601,2026-02-13,06,1,1-2,330,L10,1-3,0,0
202602130603,2026-02-13,06,3,2-1,1200,L10,1-3,0,0
202602130605,2026-02-13,06,5,2-3,530,L10,1-3,0,0
202602130607,2026-02-13,06,7,3-1,1380,L11,1-3,0,0
202602130611,2026-02-13,06,11,2-3,9010,L08,1-3,0,0
202602130612,2026-02-13,06,12,1-3,200,L05,1-5,0,0
202602130707,2026-02-13,07,7,1-3,260,L11,1-3,1,260
202602130708,2026-02-13,07,8,1-3,880,L01,1-6,0,0
202602130710,2026-02-13,07,10,1-2,940,L08,1-3,0,0
202602130711,2026-02-13,07,11,1-4,2080,L04,1-6,0,0
202602130712,2026-02-13,07,12,1-6,4040,L08,1-3,0,0
202602131101,2026-02-13,11,1,5-1,2380,L11,1-3,0,0
202602131102,2026-02-13,11,2,5-2,10280,L04,1-6,0,0
202602131104,2026-02-13,11,4,1-4,1680,L07,1-5,0,0
202602131112,2026-02-13,11,12,1-2,240,L08,1-3,0,0
202602131306,2026-02-13,13,6,1-6,740,L07,1-5,0,0
202602131306,2026-02-13,13,6,1-6,740,L01,1-6,1,740
202602131309,2026-02-13,13,9,1-2,260,L05,1-5,0,0
202602131310,2026-02-13,13,10,4-5,2240,L01,1-6,0,0
202602131402,2026-02-13,14,2,1-4,1420,L07,1-5,0,0
202602131402,2026-02-13,14,2,1-4,1420,L01,1-6,0,0
202602131407,2026-02-13,14,7,1-5,480,L10,1-3,0,0
202602131408,2026-02-13,14,8,1-3,710,L07,1-5,0,0
202602131411,2026-02-13,14,11,1-3,240,L10,1-3,1,240
202602131501,2026-02-13,15,1,1-4,550,L05,1-5,0,0
202602131503,2026-02-13,15,3,1-4,740,L08,1-3,0,0
202602131504,2026-02-13,15,4,1-2,610,L04,1-6,0,0
202602131507,2026-02-13,15,7,4-1,2280,L03,1-6,0,0
202602131508,2026-02-13,15,8,1-4,370,L01,1-6,0,0
202602131510,2026-02-13,15,10,1-3,180,L10,1-3,1,180
202602131511,2026-02-13,15,11,2-1,2160,L06,1-5,0,0
202602131705,2026-02-13,17,5,3-1,2020,L09,1-2,0,0
202602131706,2026-02-13,17,6,1-3,2820,L08,1-3,1,2820
202602131708,2026-02-13,17,8,3-1,740,L11,1-3,0,0
202602131712,2026-02-13,17,12,1-4,410,L02,1-6,0,0
202602131802,2026-02-13,18,2,1-3,460,L10,1-3,1,460
202602131803,2026-02-13,18,3,1-2,220,L09,1-2,1,220
202602131803,2026-02-13,18,3,1-2,220,L02,1-6,0,0
202602131806,2026-02-13,18,6,1-3,260,L11,1-3,1,260
202602131807,2026-02-13,18,7,1-2,400,L05,1-5,0,0
202602131904,2026-02-13,19,4,1-2,180,L10,1-3,0,0
202602131905,2026-02-13,19,5,1-2,590,L06,1-5,0,0
202602132102,2026-02-13,21,2,1-5,3030,L06,1-5,1,3030
202602132104,2026-02-13,21,4,5-3,8340,L04,1-6,0,0
202602132105,2026-02-13,21,5,1-5,430,L10,1-3,0,0
202602132107,2026-02-13,21,7,1-2,220,L10,1-3,0,0
202602132109,2026-02-13,21,9,1-2,240,L09,1-2,1,240
202602132111,2026-02-13,21,11,1-2,250,L11,1-3,0,0
202602140404,2026-02-14,04,4,1-5,530,L05,1-5,1,530
202602140409,2026-02-14,04,9,4-5,3210,L11,1-3,0,0
202602140409,2026-02-14,04,9,4-5,3210,L07,1-5,0,0
202602140412,2026-02-14,04,12,1-2,420,L08,1-3,0,0
202602140601,2026-02-14,06,1,1-2,540,L10,1-3,0,0
202602140606,2026-02-14,06,6,6-5,790,L05,1-5,0,0
202602140611,2026-02-14,06,11,1-6,1080,L05,1-5,0,0
202602140612,2026-02-14,06,12,1-5,1000,L09,1-2,0,0
202602140612,2026-02-14,06,12,1-5,1000,L08,1-3,0,0
202602140705,2026-02-14,07,5,1-2,480,L08,1-3,0,0
202602140710,2026-02-14,07,10,1-3,510,L10,1-3,1,510
202602140711,2026-02-14,07,11,1-2,560,L05,1-5,0,0
202602140805,2026-02-14,08,5,1-6,1960,L03,1-6,1,1960
202602140807,2026-02-14,08,7,1-6,2630,L02,1-6,1,2630
202602141101,2026-02-14,11,1,1-4,610,L06,1-5,0,0
202602141103,2026-02-14,11,3,1-3,450,L10,1-3,1,450
202602141104,2026-02-14,11,4,2-3,1200,L10,1-3,0,0
202602141105,2026-02-14,11,5,5-1,5540,L06,1-5,0,0
202602141110,2026-02-14,11,10,3-1,450,L11,1-3,0,0
202602141303,2026-02-14,13,3,1-3,400,L08,1-3,1,400
202602141307,2026-02-14,13,7,1-6,820,L05,1-5,0,0
202602141309,2026-02-14,13,9,1-2,360,L01,1-6,0,0
202602141401,2026-02-14,14,1,1-6,2580,L07,1-5,0,0
202602141402,2026-02-14,14,2,2-6,14240,L03,1-6,0,0
202602141406,2026-02-14,14,6,5-1,390,L05,1-5,0,0
202602141407,2026-02-14,14,7,1-3,760,L08,1-3,1,760
202602141412,2026-02-14,14,12,1-4,410,L02,1-6,0,0
202602141507,2026-02-14,15,7,5-3,2370,L07,1-5,0,0
202602141508,2026-02-14,15,8,1-2,170,L04,1-6,0,0
202602141512,2026-02-14,15,12,1-4,360,L10,1-3,0,0
202602141701,2026-02-14,17,1,1-2,230,L10,1-3,0,0
202602141702,2026-02-14,17,2,5-2,2920,L05,1-5,0,0
202602141705,2026-02-14,17,5,1-3,320,L11,1-3,1,320
202602141708,2026-02-14,17,8,1-3,420,L06,1-5,0,0
202602141711,2026-02-14,17,11,1-3,190,L11,1-3,1,190
202602141801,2026-02-14,18,1,1-3,300,L08,1-3,1,300
202602141801,2026-02-14,18,1,1-3,300,L05,1-5,0,0
202602141805,2026-02-14,18,5,3-6,1900,L08,1-3,0,0
202602141808,2026-02-14,18,8,2-1,460,L07,1-5,0,0
202602141811,2026-02-14,18,11,2-4,610,L10,1-3,0,0
202602141812,2026-02-14,18,12,1-2,430,L11,1-3,0,0
202602141902,2026-02-14,19,2,1-5,680,L10,1-3,0,0
202602141902,2026-02-14,19,2,1-5,680,L05,1-5,1,680
202602141903,2026-02-14,19,3,3-2,1040,L02,1-6,0,0
202602141908,2026-02-14,19,8,1-4,570,L03,1-6,0,0
202602141912,2026-02-14,19,12,1-4,510,L07,1-5,0,0
202602142101,2026-02-14,21,1,1-3,290,L11,1-3,1,290
202602142108,2026-02-14,21,8,4-3,5510,L08,1-3,0,0
202602142109,2026-02-14,21,9,1-4,860,L11,1-3,0,0
202602150101,2026-02-15,01,1,5-2,650,L03,1-6,0,0
202602150104,2026-02-15,01,4,2-1,570,L08,1-3,0,0
202602150111,2026-02-15,01,11,1-2,310,L06,1-5,0,0
202602150403,2026-02-15,04,3,2-1,580,L09,1-2,0,0
202602150405,2026-02-15,04,5,4-2,2380,L08,1-3,0,0
202602150601,2026-02-15,06,1,1-2,510,L11,1-3,0,0
202602150602,2026-02-15,06,2,6-2,35430,L01,1-6,0,0
202602150604,2026-02-15,06,4,3-1,1120,L08,1-3,0,0
202602150605,2026-02-15,06,5,1-2,280,L08,1-3,0,0
202602150608,2026-02-15,06,8,1-4,570,L08,1-3,0,0
202602150608,2026-02-15,06,8,1-4,570,L05,1-5,0,0
202602150704,2026-02-15,07,4,1-2,340,L09,1-2,1,340
202602150704,2026-02-15,07,4,1-2,340,L08,1-3,0,0
202602150707,2026-02-15,07,7,4-1,870,L08,1-3,0,0
202602150711,2026-02-15,07,11,1-2,350,L06,1-5,0,0
202602150801,2026-02-15,08,1,1-3,250,L10,1-3,1,250
202602150802,2026-02-15,08,2,1-3,1020,L02,1-6,0,0
202602150803,2026-02-15,08,3,1-3,710,L11,1-3,1,710
202602150807,2026-02-15,08,7,1-3,2310,L11,1-3,1,2310
202602150809,2026-02-15,08,9,6-4,2540,L01,1-6,0,0
202602150810,2026-02-15,08,10,3-1,720,L11,1-3,0,0
202602150812,2026-02-15,08,12,1-5,1530,L08,1-3,0,0
202602151101,2026-02-15,11,1,2-1,440,L05,1-5,0,0
202602151105,2026-02-15,11,5,1-5,690,L05,1-5,1,690
202602151106,2026-02-15,11,6,1-3,320,L08,1-3,1,320
202602151106,2026-02-15,11,6,1-3,320,L02,1-6,0,0
202602151107,2026-02-15,11,7,5-4,6990,L05,1-5,0,0
202602151108,2026-02-15,11,8,4-3,1670,L05,1-5,0,0
202602151110,2026-02-15,11,10,5-3,5410,L08,1-3,0,0
202602151110,2026-02-15,11,10,5-3,5410,L05,1-5,0,0
202602151302,2026-02-15,13,2,1-2,270,L03,1-6,0,0
202602151303,2026-02-15,13,3,1-3,360,L07,1-5,0,0
202602151304,2026-02-15,13,4,1-4,540,L08,1-3,0,0
202602151307,2026-02-15,13,7,1-3,320,L03,1-6,0,0
202602151309,2026-02-15,13,9,1-2,310,L08,1-3,0,0
202602151310,2026-02-15,13,10,1-2,390,L03,1-6,0,0
202602151603,2026-02-15,16,3,1-3,270,L08,1-3,1,270
202602151605,2026-02-15,16,5,1-4,880,L05,1-5,0,0
202602151606,2026-02-15,16,6,5-1,2340,L07,1-5,0,0
202602151607,2026-02-15,16,7,1-6,1000,L05,1-5,0,0
202602151610,2026-02-15,16,10,3-1,800,L10,1-3,0,0
202602151705,2026-02-15,17,5,3-1,490,L10,1-3,0,0
