combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,lane1_target_class_pair,B2-A2,54,3,5.56,5400,15670,10270,290.19,5223.33,3.85,68.32,1772.64,221.87,1.71,3450.69,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,3-1,263,24,9.13,26300,67990,41690,258.52,2832.92,3.85,68.32,1772.64,190.2,5.28,1060.28,price_distortion
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,263,24,9.13,26300,67990,41690,258.52,2832.92,3.85,68.32,1772.64,190.2,5.28,1060.28,price_distortion
1-4,lane1_target_group_pair x other_a_count_bucket,B-B | 4,67,5,7.46,6700,14100,7400,210.45,2820.0,10.33,76.8,743.54,133.65,-2.87,2076.46,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | low_other_pressure,64,13,20.31,6400,12500,6100,195.31,961.54,3.85,68.32,1772.64,126.99,16.46,-811.1,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | high_other_pressure,417,24,5.76,41700,80140,38440,192.18,3339.17,3.85,68.32,1772.64,123.86,1.91,1566.53,price_distortion
1-4,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | low_other_pressure,63,25,39.68,6300,11640,5340,184.76,465.6,10.33,76.8,743.54,107.96,29.35,-277.94,probability_plus_price
1-6,lane1_target_start_gap_pair,0.04-0.06-best,561,46,8.2,56100,102480,46380,182.67,2227.83,3.85,68.32,1772.64,114.35,4.35,455.19,price_distortion
1-6,target_lane x lane1_target_start_gap_pair,6 | 0.04-0.06-best,561,46,8.2,56100,102480,46380,182.67,2227.83,3.85,68.32,1772.64,114.35,4.35,455.19,price_distortion
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,0.04-0.06 | best,561,46,8.2,56100,102480,46380,182.67,2227.83,3.85,68.32,1772.64,114.35,4.35,455.19,price_distortion
1-5,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | target_faster_0.03_0.06,71,9,12.68,7100,12630,5530,177.89,1403.33,6.41,74.61,1163.66,103.28,6.27,239.67,price_distortion
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | some_other_pressure,75,31,41.33,7500,12830,5330,171.07,413.87,17.0,77.24,454.24,93.83,24.33,-40.37,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | low_other_pressure,40,7,17.5,4000,6840,2840,171.0,977.14,3.85,68.32,1772.64,102.68,13.65,-795.5,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,71,11,15.49,7100,12020,4920,169.3,1092.73,3.85,68.32,1772.64,100.98,11.64,-679.91,probability_plus_price
1-5,lane1_target_exhibition_st_rank_pair,2-1,333,41,12.31,33300,55810,22510,167.6,1361.22,6.41,74.61,1163.66,92.99,5.9,197.56,price_distortion
1-5,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,333,41,12.31,33300,55810,22510,167.6,1361.22,6.41,74.61,1163.66,92.99,5.9,197.56,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,2-1,332,35,10.54,33200,54620,21420,164.52,1560.57,3.85,68.32,1772.64,96.2,6.69,-212.07,probability_plus_price
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,332,35,10.54,33200,54620,21420,164.52,1560.57,3.85,68.32,1772.64,96.2,6.69,-212.07,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-0.04-0.06 | some_other_pressure,61,6,9.84,6100,10000,3900,163.93,1666.67,3.85,68.32,1772.64,95.61,5.99,-105.97,probability_plus_price
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.05_0.10 | lane1_faster_0.03_0.06,224,16,7.14,22400,36460,14060,162.77,2278.75,3.85,68.32,1772.64,94.45,3.29,506.11,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | high_other_pressure,104,10,9.62,10400,16900,6500,162.5,1690.0,3.85,68.32,1772.64,94.18,5.77,-82.64,probability_plus_price
1-6,lane1_target_group_pair x target_outer_pressure_bucket,B-B | low_other_pressure,32,4,12.5,3200,5180,1980,161.88,1295.0,3.85,68.32,1772.64,93.56,8.65,-477.64,probability_plus_price
1-5,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-best | high_other_pressure,147,19,12.93,14700,23480,8780,159.73,1235.79,6.41,74.61,1163.66,85.12,6.52,72.13,probability_plus_price
1-6,lane1_target_start_gap_pair,<=0.03-best,505,42,8.32,50500,80440,29940,159.29,1915.24,3.85,68.32,1772.64,90.97,4.47,142.6,price_distortion
1-6,target_lane x lane1_target_start_gap_pair,6 | <=0.03-best,505,42,8.32,50500,80440,29940,159.29,1915.24,3.85,68.32,1772.64,90.97,4.47,142.6,price_distortion
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,505,42,8.32,50500,80440,29940,159.29,1915.24,3.85,68.32,1772.64,90.97,4.47,142.6,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,394,24,6.09,39400,61580,22180,156.29,2565.83,3.85,68.32,1772.64,87.97,2.24,793.19,price_distortion
1-5,lane1_target_start_gap_pair,best-best,171,23,13.45,17100,25960,8860,151.81,1128.7,6.41,74.61,1163.66,77.2,7.04,-34.96,probability_plus_price
1-5,target_lane x lane1_target_start_gap_pair,5 | best-best,171,23,13.45,17100,25960,8860,151.81,1128.7,6.41,74.61,1163.66,77.2,7.04,-34.96,probability_plus_price
