race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202510110101,2025-10-11,01,1,5-2,1130,L09,1-3,0,0
202510110103,2025-10-11,01,3,5-1,1590,L05,1-3,0,0
202510110108,2025-10-11,01,8,1-4,480,L03,1-2,0,0
202510110111,2025-10-11,01,11,2-3,4460,L03,1-2,0,0
202510110305,2025-10-11,03,5,1-3,550,L07,1-3,1,550
202510110309,2025-10-11,03,9,1-2,450,L02,1-2,1,450
202510110309,2025-10-11,03,9,1-2,450,L01,1-3,0,0
202510110310,2025-10-11,03,10,4-6,2600,L03,1-2,0,0
202510110311,2025-10-11,03,11,1-3,260,L03,1-2,0,0
202510110312,2025-10-11,03,12,1-5,2400,L05,1-3,0,0
202510110501,2025-10-11,05,1,1-5,2250,L05,1-3,0,0
202510110507,2025-10-11,05,7,4-2,5710,L09,1-3,0,0
202510110508,2025-10-11,05,8,1-5,650,L01,1-3,0,0
202510110509,2025-10-11,05,9,1-3,410,L05,1-3,1,410
202510110511,2025-10-11,05,11,1-3,420,L02,1-2,0,0
202510110511,2025-10-11,05,11,1-3,420,L07,1-3,1,420
202510110601,2025-10-11,06,1,1-4,870,L02,1-2,0,0
202510110601,2025-10-11,06,1,1-4,870,L07,1-3,0,0
202510110602,2025-10-11,06,2,2-3,210,L06,1-2,0,0
202510110603,2025-10-11,06,3,1-2,1420,L03,1-2,1,1420
202510110608,2025-10-11,06,8,1-3,190,L03,1-2,0,0
202510110609,2025-10-11,06,9,1-4,310,L07,1-3,0,0
202510110610,2025-10-11,06,10,5-4,3030,L09,1-3,0,0
202510110611,2025-10-11,06,11,3-1,1930,L03,1-2,0,0
202510110611,2025-10-11,06,11,3-1,1930,L09,1-3,0,0
202510110803,2025-10-11,08,3,5-1,1230,L07,1-3,0,0
202510110806,2025-10-11,08,6,1-5,300,L03,1-2,0,0
202510110807,2025-10-11,08,7,3-1,580,L03,1-2,0,0
202510110808,2025-10-11,08,8,1-2,550,L07,1-3,0,0
202510110809,2025-10-11,08,9,1-4,400,L05,1-3,0,0
202510110810,2025-10-11,08,10,1-2,180,L02,1-2,1,180
202510110810,2025-10-11,08,10,1-2,180,L01,1-3,0,0
202510110811,2025-10-11,08,11,1-5,710,L07,1-3,0,0
202510110812,2025-10-11,08,12,1-4,590,L03,1-2,0,0
202510110902,2025-10-11,09,2,3-4,3140,L02,1-2,0,0
202510110902,2025-10-11,09,2,3-4,3140,L01,1-3,0,0
202510110903,2025-10-11,09,3,4-3,870,L09,1-3,0,0
202510110905,2025-10-11,09,5,1-4,1070,L02,1-2,0,0
202510110905,2025-10-11,09,5,1-4,1070,L07,1-3,0,0
202510110906,2025-10-11,09,6,1-2,790,L02,1-2,1,790
202510110906,2025-10-11,09,6,1-2,790,L01,1-3,0,0
202510110907,2025-10-11,09,7,2-1,760,L02,1-2,0,0
202510110907,2025-10-11,09,7,2-1,760,L01,1-3,0,0
202510110908,2025-10-11,09,8,1-3,920,L03,1-2,0,0
202510110909,2025-10-11,09,9,1-2,500,L05,1-3,0,0
202510111001,2025-10-11,10,1,1-4,940,L02,1-2,0,0
202510111001,2025-10-11,10,1,1-4,940,L07,1-3,0,0
202510111006,2025-10-11,10,6,1-2,300,L02,1-2,1,300
202510111006,2025-10-11,10,6,1-2,300,L07,1-3,0,0
202510111008,2025-10-11,10,8,1-6,3010,L07,1-3,0,0
202510111009,2025-10-11,10,9,1-6,4290,L07,1-3,0,0
202510111010,2025-10-11,10,10,2-1,2270,L05,1-3,0,0
202510111201,2025-10-11,12,1,2-3,630,L02,1-2,0,0
202510111201,2025-10-11,12,1,2-3,630,L07,1-3,0,0
202510111211,2025-10-11,12,11,1-2,200,L09,1-3,0,0
202510111405,2025-10-11,14,5,1-3,600,L02,1-2,0,0
202510111405,2025-10-11,14,5,1-3,600,L07,1-3,1,600
202510111408,2025-10-11,14,8,2-6,1200,L09,1-3,0,0
202510111409,2025-10-11,14,9,1-2,500,L02,1-2,1,500
202510111409,2025-10-11,14,9,1-2,500,L01,1-3,0,0
202510111410,2025-10-11,14,10,1-2,330,L02,1-2,1,330
202510111410,2025-10-11,14,10,1-2,330,L01,1-3,0,0
202510111502,2025-10-11,15,2,6-2,6830,L04,1-2,0,0
202510111502,2025-10-11,15,2,6-2,6830,L07,1-3,0,0
202510111503,2025-10-11,15,3,2-1,2490,L04,1-2,0,0
202510111503,2025-10-11,15,3,2-1,2490,L01,1-3,0,0
202510111507,2025-10-11,15,7,2-1,770,L02,1-2,0,0
202510111507,2025-10-11,15,7,2-1,770,L01,1-3,0,0
202510111511,2025-10-11,15,11,3-1,1330,L06,1-2,0,0
202510111512,2025-10-11,15,12,1-4,590,L02,1-2,0,0
202510111512,2025-10-11,15,12,1-4,590,L07,1-3,0,0
202510111906,2025-10-11,19,6,1-3,340,L07,1-3,1,340
202510111909,2025-10-11,19,9,1-3,490,L05,1-3,1,490
202510111911,2025-10-11,19,11,1-3,340,L02,1-2,0,0
202510111911,2025-10-11,19,11,1-3,340,L01,1-3,1,340
202510112101,2025-10-11,21,1,1-6,360,L03,1-2,0,0
202510112103,2025-10-11,21,3,1-3,300,L03,1-2,0,0
202510112105,2025-10-11,21,5,1-5,240,L02,1-2,0,0
202510112105,2025-10-11,21,5,1-5,240,L07,1-3,0,0
202510112106,2025-10-11,21,6,5-3,530,L02,1-2,0,0
202510112106,2025-10-11,21,6,5-3,530,L01,1-3,0,0
202510112202,2025-10-11,22,2,3-1,710,L02,1-2,0,0
202510112202,2025-10-11,22,2,3-1,710,L01,1-3,0,0
202510112206,2025-10-11,22,6,3-6,620,L04,1-2,0,0
202510112206,2025-10-11,22,6,3-6,620,L05,1-3,0,0
202510112207,2025-10-11,22,7,1-3,380,L05,1-3,1,380
202510112208,2025-10-11,22,8,5-1,620,L07,1-3,0,0
202510112209,2025-10-11,22,9,2-1,1230,L02,1-2,0,0
202510112209,2025-10-11,22,9,2-1,1230,L01,1-3,0,0
202510112210,2025-10-11,22,10,1-2,410,L09,1-3,0,0
202510112211,2025-10-11,22,11,2-1,400,L06,1-2,0,0
202510112212,2025-10-11,22,12,1-2,230,L02,1-2,1,230
202510112212,2025-10-11,22,12,1-2,230,L01,1-3,0,0
202510120103,2025-10-12,01,3,2-1,800,L02,1-2,0,0
202510120103,2025-10-12,01,3,2-1,800,L01,1-3,0,0
202510120105,2025-10-12,01,5,2-3,1570,L01,1-3,0,0
202510120110,2025-10-12,01,10,1-3,280,L03,1-2,0,0
202510120112,2025-10-12,01,12,1-4,320,L07,1-3,0,0
202510120503,2025-10-12,05,3,2-1,4850,L03,1-2,0,0
202510120504,2025-10-12,05,4,1-5,530,L07,1-3,0,0
202510120507,2025-10-12,05,7,1-3,1250,L02,1-2,0,0
202510120507,2025-10-12,05,7,1-3,1250,L01,1-3,1,1250
202510120508,2025-10-12,05,8,1-2,570,L05,1-3,0,0
202510120601,2025-10-12,06,1,1-5,660,L07,1-3,0,0
202510120602,2025-10-12,06,2,3-6,3960,L07,1-3,0,0
202510120609,2025-10-12,06,9,1-2,480,L02,1-2,1,480
202510120609,2025-10-12,06,9,1-2,480,L01,1-3,0,0
202510120611,2025-10-12,06,11,2-1,360,L02,1-2,0,0
202510120611,2025-10-12,06,11,2-1,360,L01,1-3,0,0
202510120612,2025-10-12,06,12,1-2,220,L03,1-2,1,220
202510120801,2025-10-12,08,1,1-2,320,L02,1-2,1,320
202510120801,2025-10-12,08,1,1-2,320,L01,1-3,0,0
202510120802,2025-10-12,08,2,1-5,350,L04,1-2,0,0
202510120802,2025-10-12,08,2,1-5,350,L07,1-3,0,0
202510120805,2025-10-12,08,5,1-3,970,L02,1-2,0,0
202510120805,2025-10-12,08,5,1-3,970,L01,1-3,1,970
202510120807,2025-10-12,08,7,1-5,340,L02,1-2,0,0
202510120807,2025-10-12,08,7,1-5,340,L01,1-3,0,0
202510120808,2025-10-12,08,8,1-3,430,L02,1-2,0,0
202510120808,2025-10-12,08,8,1-3,430,L01,1-3,1,430
202510120810,2025-10-12,08,10,1-4,370,L02,1-2,0,0
202510120810,2025-10-12,08,10,1-4,370,L07,1-3,0,0
202510120811,2025-10-12,08,11,1-2,200,L07,1-3,0,0
202510120812,2025-10-12,08,12,1-4,760,L07,1-3,0,0
202510120909,2025-10-12,09,9,1-4,310,L02,1-2,0,0
202510120909,2025-10-12,09,9,1-4,310,L01,1-3,0,0
202510120910,2025-10-12,09,10,1-4,360,L03,1-2,0,0
202510120912,2025-10-12,09,12,1-2,220,L02,1-2,1,220
202510120912,2025-10-12,09,12,1-2,220,L07,1-3,0,0
202510121001,2025-10-12,10,1,2-1,1310,L03,1-2,0,0
202510121002,2025-10-12,10,2,1-3,460,L02,1-2,0,0
202510121002,2025-10-12,10,2,1-3,460,L07,1-3,1,460
202510121004,2025-10-12,10,4,1-2,230,L05,1-3,0,0
202510121005,2025-10-12,10,5,1-3,1050,L04,1-2,0,0
202510121005,2025-10-12,10,5,1-3,1050,L05,1-3,1,1050
202510121006,2025-10-12,10,6,3-2,2310,L02,1-2,0,0
202510121006,2025-10-12,10,6,3-2,2310,L01,1-3,0,0
202510121008,2025-10-12,10,8,1-2,150,L05,1-3,0,0
202510121009,2025-10-12,10,9,1-2,270,L07,1-3,0,0
202510121010,2025-10-12,10,10,3-4,980,L02,1-2,0,0
202510121010,2025-10-12,10,10,3-4,980,L01,1-3,0,0
202510121011,2025-10-12,10,11,1-2,1190,L02,1-2,1,1190
202510121011,2025-10-12,10,11,1-2,1190,L01,1-3,0,0
202510121012,2025-10-12,10,12,2-1,510,L02,1-2,0,0
202510121012,2025-10-12,10,12,2-1,510,L07,1-3,0,0
202510121202,2025-10-12,12,2,2-3,1110,L09,1-3,0,0
202510121205,2025-10-12,12,5,1-6,230,L02,1-2,0,0
202510121205,2025-10-12,12,5,1-6,230,L07,1-3,0,0
202510121206,2025-10-12,12,6,1-2,560,L02,1-2,1,560
202510121206,2025-10-12,12,6,1-2,560,L07,1-3,0,0
202510121207,2025-10-12,12,7,1-2,420,L03,1-2,1,420
202510121209,2025-10-12,12,9,1-4,380,L07,1-3,0,0
202510121210,2025-10-12,12,10,1-4,320,L03,1-2,0,0
202510121211,2025-10-12,12,11,1-2,200,L02,1-2,1,200
202510121211,2025-10-12,12,11,1-2,200,L07,1-3,0,0
202510121212,2025-10-12,12,12,1-3,210,L01,1-3,1,210
202510121501,2025-10-12,15,1,1-2,500,L09,1-3,0,0
202510121503,2025-10-12,15,3,3-5,2540,L03,1-2,0,0
202510121507,2025-10-12,15,7,1-4,390,L01,1-3,0,0
202510121509,2025-10-12,15,9,1-3,700,L07,1-3,1,700
202510121510,2025-10-12,15,10,1-2,290,L09,1-3,0,0
202510121511,2025-10-12,15,11,2-1,1760,L03,1-2,0,0
202510121802,2025-10-12,18,2,4-2,2320,L02,1-2,0,0
202510121802,2025-10-12,18,2,4-2,2320,L01,1-3,0,0
202510121804,2025-10-12,18,4,1-3,340,L04,1-2,0,0
202510121804,2025-10-12,18,4,1-3,340,L05,1-3,1,340
202510121805,2025-10-12,18,5,1-3,270,L05,1-3,1,270
202510121812,2025-10-12,18,12,1-3,370,L03,1-2,0,0
202510121903,2025-10-12,19,3,1-2,190,L04,1-2,1,190
202510121903,2025-10-12,19,3,1-2,190,L07,1-3,0,0
202510121905,2025-10-12,19,5,1-2,480,L05,1-3,0,0
202510121910,2025-10-12,19,10,1-3,250,L05,1-3,1,250
202510121911,2025-10-12,19,11,1-3,190,L05,1-3,1,190
202510121912,2025-10-12,19,12,1-3,190,L02,1-2,0,0
202510121912,2025-10-12,19,12,1-3,190,L01,1-3,1,190
202510122103,2025-10-12,21,3,1-2,550,L01,1-3,0,0
202510122104,2025-10-12,21,4,1-4,260,L09,1-3,0,0
202510122201,2025-10-12,22,1,1-5,300,L03,1-2,0,0
202510122202,2025-10-12,22,2,1-6,780,L09,1-3,0,0
202510122206,2025-10-12,22,6,2-1,730,L04,1-2,0,0
202510122206,2025-10-12,22,6,2-1,730,L05,1-3,0,0
202510122207,2025-10-12,22,7,1-4,1470,L03,1-2,0,0
202510122208,2025-10-12,22,8,4-6,2450,L01,1-3,0,0
202510122211,2025-10-12,22,11,1-3,540,L01,1-3,1,540
202510122212,2025-10-12,22,12,1-3,620,L07,1-3,1,620
202510130101,2025-10-13,01,1,1-5,680,L07,1-3,0,0
202510130102,2025-10-13,01,2,1-6,570,L04,1-2,0,0
202510130102,2025-10-13,01,2,1-6,570,L07,1-3,0,0
202510130104,2025-10-13,01,4,1-2,480,L03,1-2,1,480
202510130106,2025-10-13,01,6,1-2,290,L02,1-2,1,290
202510130106,2025-10-13,01,6,1-2,290,L07,1-3,0,0
202510130107,2025-10-13,01,7,2-1,2960,L09,1-3,0,0
202510130112,2025-10-13,01,12,1-2,320,L03,1-2,1,320
