race_id,race_date,stadium_code,stadium_name,race_no,grade,meeting_day_no,meeting_day_label,is_final_day,lane,racer_id,racer_name,racer_class,branch,hometown,age,weight_kg,weight_kg_before,adjust_weight_kg,f_count,l_count,avg_start_timing,national_win_rate,national_place_rate,national_top3_rate,local_win_rate,local_place_rate,local_top3_rate,motor_no,motor_place_rate,motor_top3_rate,boat_no,boat_place_rate,boat_top3_rate,exhibition_time,tilt,course_entry,start_exhibition_st,start_exhibition_status,weather_condition,weather_temp_c,wind_speed_m,wind_direction_code,water_temp_c,wave_height_cm,first_place_lane,second_place_lane,third_place_lane,is_winner,is_top2,is_top3,exhibition_time_rank,exhibition_time_diff_from_top,win_rate_rank,st_diff_from_inside,is_hometown
202401170710,2024-01-17,07,蒲郡,10,一般,5,第5日,False,5,4453,永田郁弥,B1,愛知,,36,53.0,,,,,,3.58,18.68,,4.33,28.57,,23,28.33,,66,32.59,,6.74,,5,0.14,,晴,,2,,,1,2,3,5,0,0,1,5,0.14,6,-0.07,0
202401170710,2024-01-17,07,蒲郡,10,一般,5,第5日,False,6,3467,森弘行,B1,東京,,55,52.0,,,,,,4.31,21.28,,3.78,22.22,,68,48.48,,65,34.45,,6.68,,6,0.23,,晴,,2,,,1,2,3,5,0,0,0,3,0.08,5,0.09,0
202401170711,2024-01-17,07,蒲郡,11,一般,5,第5日,False,1,4903,吉田凌太,B1,愛知,,30,50.0,,,,,,6.35,45.68,,6.98,55.38,,47,29.46,,32,39.23,,6.69,,1,0.17,,晴,,2,,,1,1,2,4,1,1,1,2,0.02,1,,0
202401170711,2024-01-17,07,蒲郡,11,一般,5,第5日,False,2,4003,表憲一,A2,福井,,46,54.0,,,,,,5.9,35.63,,5.46,21.95,,26,38.46,,54,35.29,,6.67,,3,0.15,,晴,,2,,,1,1,2,4,0,1,1,1,0.0,3,-0.02,0
202401170711,2024-01-17,07,蒲郡,11,一般,5,第5日,False,3,3635,石田政吾,A1,福井,,53,53.0,,,,,,6.33,45.05,,6.03,41.38,,67,37.19,,25,28.15,,6.78,,4,0.18,,晴,,2,,,1,1,2,4,0,0,0,5,0.11,2,0.03,0
202401170711,2024-01-17,07,蒲郡,11,一般,5,第5日,False,4,3542,清水紀克,B1,愛知,,55,55.0,,,,,,4.38,24.21,,4.63,27.37,,39,36.29,,51,36.15,,6.73,,2,0.15,,晴,,2,,,1,1,2,4,0,0,1,3,0.06,6,-0.03,0
202401170711,2024-01-17,07,蒲郡,11,一般,5,第5日,False,5,4531,武富智亮,A1,佐賀,,35,52.0,,,,,,5.89,42.98,,6.18,45.45,,18,29.09,,29,21.82,,6.76,,5,0.23,,晴,,2,,,1,1,2,4,0,0,0,4,0.09,4,0.08,0
202401170711,2024-01-17,07,蒲郡,11,一般,5,第5日,False,6,3838,伊藤啓三,A2,埼玉,,48,53.0,,,,,,5.75,35.42,,5.38,37.5,,19,29.06,,20,27.68,,6.8,,6,0.26,,晴,,2,,,1,1,2,4,0,0,0,6,0.13,5,0.03,0
202401171209,2024-01-17,12,住之江,9,一般,3,第3日,False,1,4121,富永修一,A2,福岡,,42,52.0,,,,,,5.46,36.11,,4.57,23.81,,64,32.75,,63,37.74,,6.79,,1,0.27,,晴,,1,,,1,1,4,3,1,1,1,2,0.03,4,,0
202401171209,2024-01-17,12,住之江,9,一般,3,第3日,False,2,3582,吉川昭男,A2,滋賀,,50,53.0,,,,,,6.27,48.57,,6.27,45.45,,81,27.5,,81,46.04,,6.8,,2,0.23,,晴,,1,,,1,1,4,3,0,0,0,3,0.04,2,-0.04,0
202401171209,2024-01-17,12,住之江,9,一般,3,第3日,False,3,4099,吉永則雄,A1,大阪,,45,53.0,,,,,,6.44,46.4,,6.02,40.0,,72,27.33,,28,27.92,,6.76,,3,0.15,,晴,,1,,,1,1,4,3,0,0,1,1,0.0,1,-0.08,0
202401171209,2024-01-17,12,住之江,9,一般,3,第3日,False,4,4649,和田操拓,B1,滋賀,,39,51.0,,,,,,5.34,33.06,,5.6,34.04,,70,30.36,,79,22.73,,6.82,,4,0.09,,晴,,1,,,1,1,4,3,0,1,1,4,0.06,5,-0.06,0
202401171209,2024-01-17,12,住之江,9,一般,3,第3日,False,5,4210,松村康太,A2,福井,,40,53.0,,,,,,5.8,35.09,,5.47,30.56,,51,35.88,,88,29.87,,6.89,,5,0.19,,晴,,1,,,1,1,4,3,0,0,0,6,0.13,3,0.1,0
202401171209,2024-01-17,12,住之江,9,一般,3,第3日,False,6,3790,佐口達也,B1,群馬,,51,53.0,,,,,,4.68,25.61,,0.0,0.0,,34,34.91,,80,35.67,,6.82,,6,0.14,,晴,,1,,,1,1,4,3,0,0,0,5,0.06,6,-0.05,0
202401171307,2024-01-17,13,尼崎,7,一般,5,第5日,False,1,4642,松尾夏海,A2,香川,,32,45.0,,,,,,5.78,46.75,,6.43,57.14,,14,29.11,,74,31.48,,6.76,,1,0.14,,晴,,3,,,0,1,5,3,1,1,1,4,0.05,2,,0
202401171307,2024-01-17,13,尼崎,7,一般,5,第5日,False,2,4965,福岡泉水,B2,兵庫,,26,48.0,,,,,,4.54,26.23,,4.21,19.23,,26,33.92,,17,39.76,,6.77,,2,0.14,,晴,,3,,,0,1,5,3,0,0,0,6,0.06,4,0.0,0
202401171307,2024-01-17,13,尼崎,7,一般,5,第5日,False,3,3334,角ひとみ,B1,広島,,55,45.0,,,,,,4.4,23.46,,5.78,42.5,,22,44.57,,38,29.25,,6.73,,3,0.18,,晴,,3,,,0,1,5,3,0,0,1,2,0.02,5,0.04,0
202401171307,2024-01-17,13,尼崎,7,一般,5,第5日,False,4,4473,藤堂里香,B1,福井,,36,45.0,,,,,,5.56,40.0,,0.0,0.0,,5,39.05,,26,40.26,,6.76,,4,0.17,,晴,,3,,,0,1,5,3,0,0,0,5,0.05,3,-0.01,0
202401171307,2024-01-17,13,尼崎,7,一般,5,第5日,False,5,5188,武井莉里,B1,兵庫,,23,46.0,,,,,,4.23,26.09,,3.11,12.04,,61,38.1,,15,25.9,,6.71,,5,0.14,,晴,,3,,,0,1,5,3,0,1,1,1,0.0,6,-0.03,0
202401171307,2024-01-17,13,尼崎,7,一般,5,第5日,False,6,4627,藤原菜希,A1,東京,,37,49.0,,,,,,6.46,47.83,,0.0,0.0,,46,32.92,,20,30.43,,6.74,,6,0.11,,晴,,3,,,0,1,5,3,0,0,0,3,0.03,1,-0.03,0
202401171603,2024-01-17,16,児島,3,一般,1,第1日,False,1,4635,峰重力也,B1,岡山,,33,54.0,,,,,,4.95,33.33,,4.61,30.0,,55,50.0,,56,18.52,,6.65,,1,0.14,,晴,,1,,,1,1,2,6,1,1,1,2,0.02,4,,0
202401171603,2024-01-17,16,児島,3,一般,1,第1日,False,2,3950,石川哲秀,B1,大阪,,47,55.0,,,,,,3.84,19.48,,5.14,42.86,,51,28.95,,53,11.43,,6.76,,2,0.15,,晴,,1,,,1,1,2,6,0,1,1,4,0.13,6,0.01,0
202401171603,2024-01-17,16,児島,3,一般,1,第1日,False,3,4022,待鳥雄紀,A2,福岡,,43,57.0,,,,,,6.4,46.15,,5.94,44.9,,45,35.48,,58,44.44,,6.63,,3,0.13,,晴,,1,,,1,1,2,6,0,0,0,1,0.0,2,-0.02,0
202401171603,2024-01-17,16,児島,3,一般,1,第1日,False,4,4574,東潤樹,B1,広島,,35,52.0,,,,,,4.76,26.25,,5.32,29.73,,68,14.81,,61,40.54,,6.78,,4,0.19,,晴,,1,,,1,1,2,6,0,0,0,5,0.15,5,0.06,0
202401171603,2024-01-17,16,児島,3,一般,1,第1日,False,5,4941,孫崎百世,B1,滋賀,,35,47.0,,,,,,5.21,31.67,,6.05,46.15,,36,28.95,,65,33.33,,6.67,,5,0.17,,晴,,1,,,1,1,2,6,0,0,0,3,0.04,3,-0.02,0
202401171603,2024-01-17,16,児島,3,一般,1,第1日,False,6,4069,山本修一,A1,岡山,,43,53.0,,,,,,6.9,51.77,,6.48,43.97,,27,20.59,,43,34.29,,6.78,,6,0.27,,晴,,1,,,1,1,2,6,0,0,1,6,0.15,1,0.1,0
202401171803,2024-01-17,18,徳山,3,一般,3,第3日,False,1,4229,市川美宏,B1,静岡,,40,52.0,,,,,,4.65,26.47,,3.78,22.22,,23,40.0,,29,27.12,,6.87,,1,0.2,,晴,,3,,,3,1,2,4,1,1,1,2,0.01,5,,0
202401171803,2024-01-17,18,徳山,3,一般,3,第3日,False,2,3664,鈴木賢一,B1,埼玉,,53,58.0,,,,,,4.99,41.05,,2.71,14.29,,50,36.52,,21,28.81,,6.92,,2,0.24,,晴,,3,,,3,1,2,4,0,1,1,5,0.06,3,0.04,0
202401171803,2024-01-17,18,徳山,3,一般,3,第3日,False,3,3654,武田光史,A1,福井,,50,53.0,,,,,,7.36,57.89,,6.0,25.0,,39,35.55,,18,22.03,,6.9,,3,0.25,,晴,,3,,,3,1,2,4,0,0,0,3,0.04,1,0.01,0
202401171803,2024-01-17,18,徳山,3,一般,3,第3日,False,4,4498,宮本夏樹,B1,長崎,,36,55.0,,,,,,5.29,32.77,,5.24,35.56,,24,33.49,,55,35.19,,6.86,,4,0.14,,晴,,3,,,3,1,2,4,0,0,1,1,0.0,2,-0.11,0
202401171803,2024-01-17,18,徳山,3,一般,3,第3日,False,5,5308,藤森拓海,B2,福岡,,19,54.0,,,,,,1.97,4.76,,1.14,0.0,,58,28.51,,57,36.84,,6.9,,5,0.18,,晴,,3,,,3,1,2,4,0,0,0,4,0.04,6,0.04,0
202401171803,2024-01-17,18,徳山,3,一般,3,第3日,False,6,3910,松下知幸,B1,香川,,50,52.0,,,,,,4.66,22.35,,3.33,16.67,,66,38.39,,25,33.93,,6.96,,6,0.21,,晴,,3,,,3,1,2,4,0,0,0,6,0.1,4,0.03,0
202401172304,2024-01-17,23,唐津,4,一般,5,第5日,False,1,5154,村松栄太,B1,広島,,27,53.0,,,,,,3.89,22.78,,1.98,2.27,,65,29.33,,33,47.15,,6.54,,1,0.18,,晴,,3,,,3,2,3,4,0,0,0,1,0.0,6,,0
202401172304,2024-01-17,23,唐津,4,一般,5,第5日,False,2,4866,橋本英一,B1,福岡,,33,55.0,,,,,,4.33,23.26,,4.84,20.93,,37,27.59,,86,28.42,,6.6,,2,0.1,,晴,,3,,,3,2,3,4,1,1,1,3,0.06,4,-0.08,0
202401172304,2024-01-17,23,唐津,4,一般,5,第5日,False,3,3532,柴田光,A2,群馬,,52,55.0,,,,,,5.73,45.0,,0.0,0.0,,46,33.75,,75,33.33,,6.67,,3,0.12,,晴,,3,,,3,2,3,4,0,1,1,5,0.13,1,0.02,0
202401172304,2024-01-17,23,唐津,4,一般,5,第5日,False,4,4375,照屋厚仁,A2,兵庫,,39,52.0,,,,,,5.71,39.17,,6.15,46.34,,30,42.86,,54,44.16,,6.63,,4,0.16,,晴,,3,,,3,2,3,4,0,0,1,4,0.09,2,0.04,0
202401172304,2024-01-17,23,唐津,4,一般,5,第5日,False,5,3892,草場康幸,A2,佐賀,,47,52.0,,,,,,5.19,30.0,,5.6,35.0,,14,28.75,,76,41.84,,6.67,,5,0.16,,晴,,3,,,3,2,3,4,0,0,0,6,0.13,3,0.0,0
202401172304,2024-01-17,23,唐津,4,一般,5,第5日,False,6,5160,藤森陸斗,B1,福岡,,24,54.0,,,,,,4.18,20.48,,2.64,4.0,,27,54.17,,84,37.22,,6.56,,6,0.19,,晴,,3,,,3,2,3,4,0,0,0,2,0.02,5,0.03,0
202401172306,2024-01-17,23,唐津,6,一般,5,第5日,False,1,4196,田中太一,B1,佐賀,,41,52.0,,,,,,4.53,27.94,,5.15,31.11,,28,41.46,,60,33.51,,6.73,,1,0.16,,晴,,2,,,2,4,6,2,0,0,0,5,0.09,5,,0
202401172306,2024-01-17,23,唐津,6,一般,5,第5日,False,2,3587,武田信一,B1,徳島,,50,60.0,,,,,,3.43,12.5,,3.85,18.52,,33,32.32,,69,30.11,,6.69,,2,0.29,,晴,,2,,,2,4,6,2,0,0,1,2,0.05,6,0.13,0
202401172306,2024-01-17,23,唐津,6,一般,5,第5日,False,3,4750,井上尚悟,B1,大阪,,36,53.0,,,,,,4.61,27.37,,4.11,33.33,,35,14.71,,52,27.78,,6.74,,3,0.22,,晴,,2,,,2,4,6,2,0,0,0,6,0.1,4,-0.07,0
202401172306,2024-01-17,23,唐津,6,一般,5,第5日,False,4,4030,森高一真,A1,香川,,45,49.0,,,,,,7.38,55.2,,6.84,52.63,,39,37.21,,36,41.75,,6.72,,4,0.11,,晴,,2,,,2,4,6,2,1,1,1,4,0.08,1,-0.11,0
202401172306,2024-01-17,23,唐津,6,一般,5,第5日,False,5,4474,渡辺崇,B1,福岡,,36,56.0,,,,,,5.13,30.77,,4.93,36.59,,38,30.77,,46,33.85,,6.64,,5,0.12,,晴,,2,,,2,4,6,2,0,0,0,1,0.0,2,0.01,0
202401172306,2024-01-17,23,唐津,6,一般,5,第5日,False,6,3527,中嶋誠一,A2,長崎,,53,51.0,,,,,,5.1,30.4,,5.91,43.18,,55,15.87,,78,33.33,,6.71,,6,0.14,,晴,,2,,,2,4,6,2,0,1,1,3,0.07,3,0.02,0
202401172308,2024-01-17,23,唐津,8,一般,5,第5日,False,1,3784,中島友和,B1,佐賀,,47,53.0,,,,,,4.9,34.04,,5.63,41.46,,58,25.0,,67,33.84,,6.67,,1,0.13,,晴,,4,,,4,1,4,3,1,1,1,4,0.06,1,,0
202401172308,2024-01-17,23,唐津,8,一般,5,第5日,False,2,5059,冨田祥,B2,香川,,27,51.0,,,,,,2.68,16.0,,2.81,16.13,,16,39.24,,62,24.28,,6.69,,2,0.12,,晴,,4,,,4,1,4,3,0,0,0,6,0.08,6,-0.01,0
202401172308,2024-01-17,23,唐津,8,一般,5,第5日,False,3,5065,伊久間陽,B1,群馬,,25,52.0,,,,,,4.55,32.18,,7.0,50.0,,70,26.44,,56,37.11,,6.67,,3,0.1,,晴,,4,,,4,1,4,3,0,0,1,5,0.06,2,-0.02,0
202401172308,2024-01-17,23,唐津,8,一般,5,第5日,False,4,4930,佐藤悠,B1,福井,,28,53.0,,,,,,4.34,22.08,,5.25,30.0,,69,30.68,,88,35.75,,6.61,,4,0.2,,晴,,4,,,4,1,4,3,0,1,1,1,0.0,3,0.1,0
202401172308,2024-01-17,23,唐津,8,一般,5,第5日,False,5,4866,橋本英一,B1,福岡,,33,55.0,,,,,,4.33,23.26,,4.84,20.93,,37,27.59,,86,28.42,,6.64,,5,0.39,,晴,,4,,,4,1,4,3,0,0,0,2,0.03,4,0.19,0
202401172308,2024-01-17,23,唐津,8,一般,5,第5日,False,6,5289,佃來紀,B1,大阪,,23,53.0,,,,,,3.04,9.64,,0.0,0.0,,23,22.99,,34,28.42,,6.66,,6,0.27,,晴,,4,,,4,1,4,3,0,0,0,3,0.05,5,-0.12,0
202401180209,2024-01-18,02,戸田,9,一般,1,第1日,False,1,3439,大平誉史,A2,大阪,,54,53.0,,,,,,5.84,46.36,,6.02,41.27,,52,33.0,,59,33.94,,,,,,,晴,,1,,,1,2,3,5,0,0,0,6,,3,,0
202401180209,2024-01-18,02,戸田,9,一般,1,第1日,False,2,4954,内山峻輔,B1,東京,,29,54.0,,,,,,5.65,39.32,,5.73,38.46,,65,38.79,,30,34.41,,6.68,,1,0.22,,晴,,1,,,1,2,3,5,1,1,1,2,0.01,5,,0
202401180209,2024-01-18,02,戸田,9,一般,1,第1日,False,3,3986,沖島広和,A2,福岡,,45,57.0,,,,,,5.84,45.65,,0.0,0.0,,37,34.13,,21,27.14,,6.67,,2,0.19,,晴,,1,,,1,2,3,5,0,1,1,1,0.0,4,-0.03,0
202401180209,2024-01-18,02,戸田,9,一般,1,第1日,False,4,3896,上田洋平,B1,滋賀,,47,52.0,,,,,,5.58,32.74,,5.24,23.81,,3,24.51,,23,29.09,,6.74,,3,0.16,,晴,,1,,,1,2,3,5,0,0,0,4,0.07,6,-0.03,0
202401180209,2024-01-18,02,戸田,9,一般,1,第1日,False,5,4089,妹尾忠幸,A1,岡山,,43,55.0,,,,,,6.87,52.63,,7.15,51.85,,43,24.53,,24,29.91,,6.69,,4,0.1,,晴,,1,,,1,2,3,5,0,0,1,3,0.02,1,-0.06,0
202401180209,2024-01-18,02,戸田,9,一般,1,第1日,False,6,4228,吉田慎二,A2,愛知,,40,58.0,,,,,,6.13,44.09,,4.62,29.41,,55,30.19,,18,29.25,,6.77,,5,0.12,,晴,,1,,,1,2,3,5,0,0,0,5,0.1,2,0.02,0
202401180308,2024-01-18,03,江戸川,8,一般,4,第4日,False,1,4769,馬場剛,A1,東京,,31,51.0,,,,,,7.05,57.14,,6.28,45.63,,56,27.27,,60,32.67,,6.66,,1,0.09,,曇り,,0,,,5,1,3,4,1,1,1,2,0.06,1,,0
202401180308,2024-01-18,03,江戸川,8,一般,4,第4日,False,2,4842,山下昂大,A1,岡山,,31,54.0,,,,,,5.75,41.07,,5.89,44.44,,30,33.56,,40,35.53,,6.71,,2,0.11,,曇り,,0,,,5,1,3,4,0,0,0,5,0.11,5,0.02,0
202401180308,2024-01-18,03,江戸川,8,一般,4,第4日,False,3,4131,原豊土,A2,静岡,,43,55.0,,,,,,6.07,46.49,,5.6,35.0,,43,33.33,,16,36.54,,6.68,,3,0.05,,曇り,,0,,,5,1,3,4,0,1,1,3,0.08,4,-0.06,0
202401180308,2024-01-18,03,江戸川,8,一般,4,第4日,False,4,4161,黒柳浩孝,A2,愛知,,42,55.0,,,,,,5.67,40.0,,6.02,41.18,,69,37.42,,18,36.18,,6.6,,4,0.1,,曇り,,0,,,5,1,3,4,0,0,1,1,0.0,6,0.05,0
202401180308,2024-01-18,03,江戸川,8,一般,4,第4日,False,5,4748,渡邉雄朗,A2,東京,,37,53.0,,,,,,6.21,50.42,,6.24,44.52,,47,25.66,,70,38.67,,6.68,,5,0.08,,曇り,,0,,,5,1,3,4,0,0,0,4,0.08,3,-0.02,0
202401180308,2024-01-18,03,江戸川,8,一般,4,第4日,False,6,4028,田村隆信,A1,徳島,,45,56.0,,,,,,6.45,41.82,,8.25,75.0,,21,30.77,,61,30.67,,,,,,,曇り,,0,,,5,1,3,4,0,0,0,6,,2,,0
202401180312,2024-01-18,03,江戸川,12,一般,4,第4日,False,1,3978,齊藤仁,A1,東京,,46,51.0,,,,,,6.96,52.8,,7.96,73.47,,32,35.81,,17,36.77,,6.67,,1,0.07,,晴,,2,,,5,1,2,6,1,1,1,3,0.1,1,,0
202401180312,2024-01-18,03,江戸川,12,一般,4,第4日,False,2,4131,原豊土,A2,静岡,,43,55.0,,,,,,6.07,46.49,,5.6,35.0,,43,33.33,,16,36.54,,6.64,,2,0.07,,晴,,2,,,5,1,2,6,0,1,1,2,0.07,5,0.0,0
202401180312,2024-01-18,03,江戸川,12,一般,4,第4日,False,3,4688,永井彪也,A1,東京,,31,53.0,,,,,,6.63,46.09,,6.05,41.46,,41,33.33,,10,33.77,,6.71,,3,0.05,,晴,,2,,,5,1,2,6,0,0,0,5,0.14,3,-0.02,0
202401180312,2024-01-18,03,江戸川,12,一般,4,第4日,False,4,4370,山口達也,A2,岡山,,37,52.0,,,,,,6.51,50.0,,6.87,55.71,,19,35.33,,43,30.63,,6.67,,4,0.11,,晴,,2,,,5,1,2,6,0,0,0,4,0.1,4,0.06,0
202401180312,2024-01-18,03,江戸川,12,一般,4,第4日,False,5,4000,松本博昭,A2,広島,,46,54.0,,,,,,5.8,38.14,,6.36,44.68,,66,25.85,,62,39.33,,6.77,,5,0.15,,晴,,2,,,5,1,2,6,0,0,0,6,0.2,6,0.04,0
202401180312,2024-01-18,03,江戸川,12,一般,4,第4日,False,6,4044,湯川浩司,A1,大阪,,44,52.0,,,,,,6.65,48.51,,6.0,26.09,,39,35.0,,26,37.84,,6.57,,6,0.16,,晴,,2,,,5,1,2,6,0,0,1,1,0.0,2,0.01,0
202401180606,2024-01-18,06,浜名湖,6,一般,3,第3日,False,1,5174,川井萌,A2,静岡,,22,46.0,,,,,,5.62,38.04,,4.22,26.17,,45,31.58,,40,35.85,,6.7,,1,0.09,,雨,,1,,,1,1,3,6,1,1,1,3,0.06,2,,0
202401180606,2024-01-18,06,浜名湖,6,一般,3,第3日,False,2,5076,石原光,B1,静岡,,27,54.0,,,,,,4.1,12.5,,4.01,24.41,,8,22.81,,25,27.03,,6.7,,2,0.12,,雨,,1,,,1,1,3,6,0,0,0,4,0.06,6,0.03,0
202401180606,2024-01-18,06,浜名湖,6,一般,3,第3日,False,3,3414,加瀬智宏,B1,群馬,,54,56.0,,,,,,4.7,26.67,,5.43,33.33,,44,26.53,,54,39.62,,6.68,,3,0.09,,雨,,1,,,1,1,3,6,0,1,1,2,0.04,3,-0.03,0
202401180606,2024-01-18,06,浜名湖,6,一般,3,第3日,False,4,4738,清埜翔子,A1,埼玉,,32,46.0,,,,,,6.02,42.48,,6.32,50.0,,34,34.19,,43,38.89,,6.64,,4,0.17,,雨,,1,,,1,1,3,6,0,0,0,1,0.0,1,0.08,0
202401180606,2024-01-18,06,浜名湖,6,一般,3,第3日,False,5,3463,乙津康志,B1,東京,,56,52.0,,,,,,4.64,24.14,,4.71,24.39,,15,30.54,,63,43.14,,6.73,,5,0.19,,雨,,1,,,1,1,3,6,0,0,0,5,0.09,4,0.02,0
202401180606,2024-01-18,06,浜名湖,6,一般,3,第3日,False,6,4425,大井清貴,B1,山口,,38,56.0,,,,,,4.63,29.35,,6.11,36.84,,63,39.53,,53,36.36,,6.73,,6,0.09,,雨,,1,,,1,1,3,6,0,0,1,6,0.09,5,-0.1,0
202401180708,2024-01-18,07,蒲郡,8,一般,6,第6日,False,1,4984,森下愛梨,B1,静岡,,26,51.0,,,,,,4.61,19.7,,5.34,35.71,,40,34.15,,47,37.21,,6.81,,1,0.23,,雨,,1,,,0,3,4,2,0,0,0,5,0.06,3,,0
202401180708,2024-01-18,07,蒲郡,8,一般,6,第6日,False,2,3699,富永正人,B1,埼玉,,51,54.0,,,,,,4.72,28.0,,4.07,19.67,,35,34.91,,39,36.97,,6.84,,2,0.25,,雨,,1,,,0,3,4,2,0,0,1,6,0.09,2,0.02,0
202401180708,2024-01-18,07,蒲郡,8,一般,6,第6日,False,3,4063,市橋卓士,A1,徳島,,44,55.0,,,,,,6.67,45.79,,0.0,0.0,,62,55.47,,50,27.78,,6.79,,3,0.15,,雨,,1,,,0,3,4,2,1,1,1,3,0.04,1,-0.1,0
202401180708,2024-01-18,07,蒲郡,8,一般,6,第6日,False,4,3860,松本浩貴,B1,埼玉,,50,52.0,,,,,,3.99,18.89,,4.6,18.48,,57,37.8,,53,40.16,,6.78,,4,0.32,,雨,,1,,,0,3,4,2,0,1,1,2,0.03,4,0.17,0
202401180708,2024-01-18,07,蒲郡,8,一般,6,第6日,False,5,5274,城間盛渚,B1,福岡,,22,53.0,,,,,,1.68,2.94,,0.0,0.0,,51,41.13,,64,26.92,,6.75,,5,0.29,,雨,,1,,,0,3,4,2,0,0,0,1,0.0,5,-0.03,0
202401180708,2024-01-18,07,蒲郡,8,一般,6,第6日,False,6,5306,河内悠利,B2,群馬,,20,47.0,,,,,,1.39,0.0,,0.0,0.0,,56,29.13,,43,38.79,,6.79,,6,0.37,,雨,,1,,,0,3,4,2,0,0,0,4,0.04,6,0.08,0
202401180710,2024-01-18,07,蒲郡,10,一般,6,第6日,False,1,3542,清水紀克,B1,愛知,,55,55.0,,,,,,4.38,24.21,,4.63,27.37,,39,36.29,,51,36.15,,6.74,,1,0.17,,雨,,1,,,0,4,5,3,0,0,0,1,0.0,4,,0
202401180710,2024-01-18,07,蒲郡,10,一般,6,第6日,False,2,4453,永田郁弥,B1,愛知,,36,53.0,,,,,,3.58,18.68,,4.33,28.57,,23,28.33,,66,32.59,,6.77,,2,0.18,,雨,,1,,,0,4,5,3,0,0,0,2,0.03,6,0.01,0
202401180710,2024-01-18,07,蒲郡,10,一般,6,第6日,False,3,3635,石田政吾,A1,福井,,53,53.0,,,,,,6.33,45.05,,6.03,41.38,,67,37.19,,25,28.15,,6.81,,5,0.31,,雨,,1,,,0,4,5,3,0,0,1,5,0.07,1,0.13,0
202401180710,2024-01-18,07,蒲郡,10,一般,6,第6日,False,4,3655,本橋克洋,A2,群馬,,50,53.0,,,,,,5.66,38.02,,5.96,38.0,,49,30.37,,73,26.27,,6.85,,3,0.19,,雨,,1,,,0,4,5,3,1,1,1,6,0.11,3,-0.12,0
202401180710,2024-01-18,07,蒲郡,10,一般,6,第6日,False,5,4645,上村純一,A1,群馬,,43,52.0,,,,,,6.32,47.97,,6.7,55.0,,36,37.1,,77,33.58,,6.79,,4,0.22,,雨,,1,,,0,4,5,3,0,1,1,3,0.05,2,0.03,0
202401180710,2024-01-18,07,蒲郡,10,一般,6,第6日,False,6,3467,森弘行,B1,東京,,55,52.0,,,,,,4.31,21.28,,3.78,22.22,,68,48.48,,65,34.45,,6.79,,6,0.38,,雨,,1,,,0,4,5,3,0,0,0,4,0.05,5,0.16,0
202401180910,2024-01-18,09,津,10,一般,4,第4日,False,1,4961,西橋奈未,A1,福井,,27,47.0,,,,,,6.69,41.03,,5.75,25.0,,57,36.36,,66,35.71,,6.7,,1,0.05,,雨,,0,,,0,1,5,2,1,1,1,1,0.0,1,,0
202401180910,2024-01-18,09,津,10,一般,4,第4日,False,2,4011,堀之内紀,A2,岡山,,44,46.0,,,,,,5.27,38.05,,8.36,72.73,,66,17.65,,63,36.0,,6.73,,2,0.05,,雨,,0,,,0,1,5,2,0,0,1,4,0.03,4,0.0,0
202401180910,2024-01-18,09,津,10,一般,4,第4日,False,3,4525,真子奈津,B1,福岡,,35,46.0,,,,,,4.71,28.92,,4.17,11.11,,46,53.85,,62,26.09,,6.72,,4,0.05,,雨,,0,,,0,1,5,2,0,0,0,2,0.02,6,0.0,0
202401180910,2024-01-18,09,津,10,一般,4,第4日,False,4,3580,水口由紀,B1,滋賀,,51,49.0,,,,,,5.32,33.68,,4.11,22.22,,21,38.46,,37,29.63,,6.74,,5,0.16,,雨,,0,,,0,1,5,2,0,0,0,5,0.04,3,0.11,0
202401180910,2024-01-18,09,津,10,一般,4,第4日,False,5,5045,平川香織,A2,埼玉,,23,47.0,,,,,,5.67,39.58,,5.6,30.0,,29,33.33,,13,31.82,,6.78,,3,0.07,,雨,,0,,,0,1,5,2,0,1,1,6,0.08,2,-0.09,0
202401180910,2024-01-18,09,津,10,一般,4,第4日,False,6,4733,赤井睦,B1,徳島,,34,47.0,,,,,,4.82,28.07,,0.0,0.0,,70,59.26,,50,11.11,,6.72,,6,0.13,,雨,,0,,,0,1,5,2,0,0,0,3,0.02,5,0.06,0
202401181201,2024-01-18,12,住之江,1,一般,4,第4日,False,1,3624,大石和彦,B1,静岡,,55,54.0,,,,,,3.76,20.51,,4.57,35.71,,59,23.84,,90,39.01,,6.87,,1,0.27,,雨,,0,,,1,5,1,2,0,1,1,2,0.02,5,,0
202401181201,2024-01-18,12,住之江,1,一般,4,第4日,False,2,3747,國崎良春,A2,福岡,,48,52.0,,,,,,5.9,44.92,,6.25,50.0,,80,25.32,,13,30.63,,6.85,,2,0.27,,雨,,0,,,1,5,1,2,0,0,1,1,0.0,2,0.0,0
202401181201,2024-01-18,12,住之江,1,一般,4,第4日,False,3,3284,渡邊伸太,B1,佐賀,,56,53.0,,,,,,4.96,28.0,,6.03,46.15,,75,38.1,,64,31.82,,6.9,,3,0.31,,雨,,0,,,1,5,1,2,0,0,0,4,0.05,4,0.04,0
202401181201,2024-01-18,12,住之江,1,一般,4,第4日,False,4,3951,石川吉鎬,A2,大阪,,47,56.0,,,,,,5.51,30.77,,6.05,40.68,,21,28.57,,24,21.94,,6.98,,4,0.29,,雨,,0,,,1,5,1,2,0,0,0,6,0.13,3,-0.02,0
