race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202507110410,2025-07-11,04,10,1-4,500,L01,1-2,0,0
202507110705,2025-07-11,07,5,1-3,320,L01,1-2,0,0
202507111110,2025-07-11,11,10,1-3,310,L01,1-2,0,0
202507111208,2025-07-11,12,8,1-3,1090,L01,1-2,0,0
202507111611,2025-07-11,16,11,1-5,1280,L01,1-2,0,0
202507112305,2025-07-11,23,5,1-2,450,L01,1-2,1,450
202507120404,2025-07-12,04,4,3-1,610,L01,1-2,0,0
202507120506,2025-07-12,05,6,2-1,1410,L01,1-2,0,0
202507120904,2025-07-12,09,4,1-3,320,L01,1-2,0,0
202507121110,2025-07-12,11,10,1-4,620,L01,1-2,0,0
202507121203,2025-07-12,12,3,4-2,1430,L01,1-2,0,0
202507121211,2025-07-12,12,11,1-3,570,L01,1-2,0,0
202507121501,2025-07-12,15,1,1-5,1240,L01,1-2,0,0
202507121910,2025-07-12,19,10,1-3,220,L01,1-2,0,0
202507122305,2025-07-12,23,5,1-2,620,L01,1-2,1,620
202507130203,2025-07-13,02,3,2-1,1070,L01,1-2,0,0
202507130409,2025-07-13,04,9,1-2,320,L01,1-2,1,320
202507130609,2025-07-13,06,9,1-2,250,L01,1-2,1,250
202507130902,2025-07-13,09,2,1-2,280,L01,1-2,1,280
202507130905,2025-07-13,09,5,1-3,420,L01,1-2,0,0
202507131012,2025-07-13,10,12,2-1,1200,L01,1-2,0,0
202507131405,2025-07-13,14,5,2-4,740,L01,1-2,0,0
202507131410,2025-07-13,14,10,3-1,1980,L01,1-2,0,0
202507131510,2025-07-13,15,10,1-5,860,L01,1-2,0,0
202507131608,2025-07-13,16,8,1-2,220,L01,1-2,1,220
202507131803,2025-07-13,18,3,1-2,770,L01,1-2,1,770
202507131809,2025-07-13,18,9,2-3,3570,L01,1-2,0,0
202507131812,2025-07-13,18,12,1-3,330,L01,1-2,0,0
202507131909,2025-07-13,19,9,2-5,3080,L01,1-2,0,0
202507132201,2025-07-13,22,1,1-2,190,L01,1-2,1,190
202507132205,2025-07-13,22,5,2-3,570,L01,1-2,0,0
202507140208,2025-07-14,02,8,2-1,1440,L01,1-2,0,0
