combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | some_other_pressure,78,6,7.69,7800,14730,6930,188.85,2455.0,3.76,67.31,1788.6,121.54,3.93,666.4,price_distortion
1-6,lane1_target_exhibition_st_rank_pair,2-3,282,14,4.96,28200,52970,24770,187.84,3783.57,3.76,67.31,1788.6,120.53,1.2,1994.97,price_distortion
1-6,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 3,282,14,4.96,28200,52970,24770,187.84,3783.57,3.76,67.31,1788.6,120.53,1.2,1994.97,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06->0.06 | low_other_pressure,44,10,22.73,4400,8100,3700,184.09,810.0,3.76,67.31,1788.6,116.78,18.97,-978.6,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-0.04-0.06 | high_other_pressure,368,18,4.89,36800,61880,25080,168.15,3437.78,3.76,67.31,1788.6,100.84,1.13,1649.18,price_distortion
1-4,lane1_target_class_pair,B2-A2,61,7,11.48,6100,9230,3130,151.31,1318.57,10.28,77.68,755.43,73.63,1.2,563.14,price_distortion
1-3,lane1_target_group_pair x other_a_count_bucket,B-B | 4,48,3,6.25,4800,7120,2320,148.33,2373.33,15.39,80.41,522.51,67.92,-9.14,1850.82,price_distortion
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | target_faster_0.03_0.06,69,6,8.7,6900,10020,3120,145.22,1670.0,3.76,67.31,1788.6,77.91,4.94,-118.6,mixed_edge
1-4,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,target_faster_0.10+ | lane1_faster_0.03_0.06,82,13,15.85,8200,11830,3630,144.27,910.0,10.28,77.68,755.43,66.59,5.57,154.57,price_distortion
1-6,lane1_target_start_gap_pair,0.04-0.06-0.04-0.06,435,19,4.37,43500,62500,19000,143.68,3289.47,3.76,67.31,1788.6,76.37,0.61,1500.87,price_distortion
1-6,target_lane x lane1_target_start_gap_pair,6 | 0.04-0.06-0.04-0.06,435,19,4.37,43500,62500,19000,143.68,3289.47,3.76,67.31,1788.6,76.37,0.61,1500.87,price_distortion
1-6,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,0.04-0.06 | 0.04-0.06,435,19,4.37,43500,62500,19000,143.68,3289.47,3.76,67.31,1788.6,76.37,0.61,1500.87,price_distortion
1-4,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,4+ | 1,293,49,16.72,29300,41920,12620,143.07,855.51,10.28,77.68,755.43,65.39,6.44,100.08,price_distortion
1-4,lane1_target_class_pair,B2-A1,44,5,11.36,4400,6280,1880,142.73,1256.0,10.28,77.68,755.43,65.05,1.08,500.57,price_distortion
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | low_other_pressure,45,9,20.0,4500,6310,1810,140.22,701.11,3.76,67.31,1788.6,72.91,16.24,-1087.49,probability_plus_price
1-6,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-<=0.03 | high_other_pressure,386,18,4.66,38600,53960,15360,139.79,2997.78,3.76,67.31,1788.6,72.48,0.9,1209.18,price_distortion
1-6,lane1_target_exhibition_time_diff_bucket x lane1_target_start_exhibition_st_diff_bucket,lane1_faster_0.10+ | lane1_faster_0.03_0.06,252,15,5.95,25200,33800,8600,134.13,2253.33,3.76,67.31,1788.6,66.82,2.19,464.73,price_distortion
