race_id,race_date,stadium_code,race_no,exacta_combo_norm,exacta_payout,logic_id,combo,is_hit,return_yen
202508110701,2025-08-11,07,1,3-2,2540,L01,1-2,0,0
202508110703,2025-08-11,07,3,3-1,1040,L01,1-2,0,0
202508110704,2025-08-11,07,4,3-4,530,L01,1-2,0,0
202508110705,2025-08-11,07,5,5-6,220,L01,1-2,0,0
202508111103,2025-08-11,11,3,5-6,480,L01,1-2,0,0
202508111106,2025-08-11,11,6,3-2,1440,L01,1-2,0,0
202508112206,2025-08-11,22,6,3-2,1290,L01,1-2,0,0
202508120804,2025-08-12,08,4,4-2,3440,L01,1-2,0,0
202508120810,2025-08-12,08,10,3-2,2280,L01,1-2,0,0
202508121102,2025-08-12,11,2,1-4,670,L01,1-2,0,0
202508121304,2025-08-12,13,4,3-4,1860,L01,1-2,0,0
202508121506,2025-08-12,15,6,3-4,480,L01,1-2,0,0
202508122010,2025-08-12,20,10,1-3,420,L01,1-2,0,0
202508131702,2025-08-13,17,2,1-3,460,L01,1-2,0,0
202508132205,2025-08-13,22,5,4-2,3690,L01,1-2,0,0
202508132206,2025-08-13,22,6,3-4,1630,L01,1-2,0,0
202508140202,2025-08-14,02,2,1-3,1160,L01,1-2,0,0
202508140805,2025-08-14,08,5,4-3,840,L01,1-2,0,0
202508141007,2025-08-14,10,7,1-6,930,L01,1-2,0,0
202508141008,2025-08-14,10,8,1-2,1290,L01,1-2,1,1290
202508141105,2025-08-14,11,5,4-5,560,L01,1-2,0,0
202508142307,2025-08-14,23,7,3-4,860,L01,1-2,0,0
202508150203,2025-08-15,02,3,5-6,1810,L01,1-2,0,0
202508150903,2025-08-15,09,3,3-5,410,L01,1-2,0,0
202508150904,2025-08-15,09,4,3-1,4390,L01,1-2,0,0
202508150906,2025-08-15,09,6,6-1,400,L01,1-2,0,0
202508150907,2025-08-15,09,7,2-3,1730,L01,1-2,0,0
202508151007,2025-08-15,10,7,1-2,4490,L01,1-2,1,4490
202508151103,2025-08-15,11,3,1-2,1440,L01,1-2,1,1440
202508151108,2025-08-15,11,8,1-3,390,L01,1-2,0,0
202508152204,2025-08-15,22,4,1-4,500,L01,1-2,0,0
202508161006,2025-08-16,10,6,3-1,1620,L01,1-2,0,0
202508161303,2025-08-16,13,3,1-2,750,L01,1-2,1,750
202508162205,2025-08-16,22,5,5-1,950,L01,1-2,0,0
202508162402,2025-08-16,24,2,5-6,6430,L01,1-2,0,0
202508162404,2025-08-16,24,4,1-4,1970,L01,1-2,0,0
202508170407,2025-08-17,04,7,4-3,560,L01,1-2,0,0
202508170904,2025-08-17,09,4,2-1,3710,L01,1-2,0,0
202508180409,2025-08-18,04,9,3-4,580,L01,1-2,0,0
202508180904,2025-08-18,09,4,5-1,4040,L01,1-2,0,0
202508181005,2025-08-18,10,5,5-1,1470,L01,1-2,0,0
202508181303,2025-08-18,13,3,4-6,5150,L01,1-2,0,0
202508181607,2025-08-18,16,7,1-3,780,L01,1-2,0,0
202508181609,2025-08-18,16,9,1-6,600,L01,1-2,0,0
202508182109,2025-08-18,21,9,2-1,1800,L01,1-2,0,0
202508190303,2025-08-19,03,3,4-6,4400,L01,1-2,0,0
202508191104,2025-08-19,11,4,4-5,2720,L01,1-2,0,0
202508191504,2025-08-19,15,4,3-6,1050,L01,1-2,0,0
202508191505,2025-08-19,15,5,5-6,1190,L01,1-2,0,0
202508192304,2025-08-19,23,4,5-4,1980,L01,1-2,0,0
202508200501,2025-08-20,05,1,1-5,470,L01,1-2,0,0
202508200502,2025-08-20,05,2,1-4,540,L01,1-2,0,0
202508200504,2025-08-20,05,4,1-6,2450,L01,1-2,0,0
202508201102,2025-08-20,11,2,1-6,890,L01,1-2,0,0
202508201108,2025-08-20,11,8,3-4,1060,L01,1-2,0,0
202508201507,2025-08-20,15,7,4-2,2670,L01,1-2,0,0
202508202106,2025-08-20,21,6,1-4,490,L01,1-2,0,0
202508211106,2025-08-21,11,6,5-4,3630,L01,1-2,0,0
202508211611,2025-08-21,16,11,4-2,2900,L01,1-2,0,0
202508212106,2025-08-21,21,6,3-5,3990,L01,1-2,0,0
202508212309,2025-08-21,23,9,1-4,350,L01,1-2,0,0
202508220903,2025-08-22,09,3,6-4,1060,L01,1-2,0,0
202508220908,2025-08-22,09,8,3-4,1300,L01,1-2,0,0
202508221207,2025-08-22,12,7,1-4,450,L01,1-2,0,0
202508221406,2025-08-22,14,6,1-5,3300,L01,1-2,0,0
202508221410,2025-08-22,14,10,4-2,3430,L01,1-2,0,0
202508222202,2025-08-22,22,2,2-3,1520,L01,1-2,0,0
202508222204,2025-08-22,22,4,5-1,680,L01,1-2,0,0
202508222308,2025-08-22,23,8,3-1,2600,L01,1-2,0,0
202508230602,2025-08-23,06,2,2-5,1980,L01,1-2,0,0
202508230603,2025-08-23,06,3,3-1,570,L01,1-2,0,0
202508230605,2025-08-23,06,5,3-6,1340,L01,1-2,0,0
202508230606,2025-08-23,06,6,4-3,1600,L01,1-2,0,0
202508230903,2025-08-23,09,3,1-2,490,L01,1-2,1,490
202508230904,2025-08-23,09,4,3-4,2930,L01,1-2,0,0
202508231410,2025-08-23,14,10,3-4,2440,L01,1-2,0,0
202508231903,2025-08-23,19,3,1-4,1810,L01,1-2,0,0
202508231908,2025-08-23,19,8,1-3,310,L01,1-2,0,0
202508232307,2025-08-23,23,7,4-3,1580,L01,1-2,0,0
